                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.70461,                0.35777,                 1.0068,                0.75679,                0.29044,                 1.0096,                 0.9839,                0.99494,                0.99348,                0.87593,                0.57325,                0.24457,                 1.0052,                0.58063,                0.17555,                 1.0089,               0.004753,               0.004753,               0.004753
                    109,                0.70885,                0.35776,                 1.0225,                 0.7604,                0.28706,                 1.0266,                0.98325,                0.98846,                0.99302,                 0.8721,                0.57826,                0.24921,                 1.0088,                0.58543,                0.18589,                 1.0127,              0.0047035,              0.0047035,              0.0047035
                    110,                0.70525,                0.36066,                 1.0141,                0.75303,                0.29037,                 1.0174,                0.98327,                0.99209,                0.99349,                0.86764,                0.58066,                0.24822,                 1.0079,                0.58899,                0.18162,                 1.0127,               0.004654,               0.004654,               0.004654
                    111,                0.70053,                 0.3505,                 1.0112,                0.75047,                0.27705,                 1.0148,                0.97872,                0.99416,                0.99303,                0.87105,                0.57356,                0.24399,                 1.0047,                0.58123,                0.18287,                   1.01,              0.0046045,              0.0046045,              0.0046045
                    112,                0.69818,                0.34918,                  1.013,                0.75105,                0.27717,                 1.0175,                0.98041,                0.99632,                0.99357,                0.87382,                0.57349,                0.24296,                 1.0032,                0.58217,                0.17786,                 1.0072,               0.004555,               0.004555,               0.004555
                    113,                0.70106,                0.35568,                 1.0121,                0.75104,                0.28564,                 1.0144,                0.98463,                0.99494,                0.99351,                0.87016,                0.57671,                0.24627,                 1.0031,                0.58547,                0.17903,                 1.0088,              0.0045055,              0.0045055,              0.0045055
                    114,                0.69637,                0.34954,                 1.0107,                0.74677,                0.27738,                 1.0152,                0.98258,                0.99796,                0.99386,                0.87255,                0.57525,                0.24383,                 1.0028,                0.58376,                0.17494,                 1.0082,               0.004456,               0.004456,               0.004456
                    115,                 0.6952,                 0.3493,                 1.0083,                0.74557,                0.27602,                 1.0134,                0.98378,                0.99533,                0.99329,                0.87218,                0.57585,                0.24308,                 1.0079,                0.58313,                0.17899,                 1.0126,              0.0044065,              0.0044065,              0.0044065
                    116,                0.69975,                0.35014,                 1.0106,                0.74951,                0.27975,                 1.0127,                0.98335,                0.99385,                0.99285,                0.86928,                0.58403,                0.24556,                 1.0094,                0.58994,                0.18175,                  1.013,               0.004357,               0.004357,               0.004357
                    117,                0.69081,                0.34975,                 1.0031,                0.74426,                0.27972,                 1.0076,                0.98379,                0.99403,                0.99311,                 0.8708,                0.57417,                0.24261,                 1.0066,                0.57939,                0.17909,                 1.0092,              0.0043075,              0.0043075,              0.0043075
                    118,                0.69497,                0.35328,                  1.015,                0.74719,                0.28455,                 1.0186,                0.98736,                0.99156,                0.99358,                0.87184,                0.57097,                0.24177,                 1.0063,                0.57907,                0.17843,                 1.0089,               0.004258,               0.004258,               0.004258
                    119,                0.69503,                0.35314,                 1.0085,                0.74766,                 0.2826,                  1.012,                0.98231,                0.99538,                0.99338,                0.87343,                0.56877,                0.24267,                 1.0044,                0.57115,                 0.1777,                 1.0068,              0.0042085,              0.0042085,              0.0042085
                    120,                0.69407,                0.34939,                 1.0129,                0.74047,                 0.2826,                  1.017,                0.97931,                0.99603,                 0.9935,                0.87272,                0.57847,                0.24443,                  1.007,                0.58101,                0.17875,                 1.0088,               0.004159,               0.004159,               0.004159
                    121,                0.69527,                0.34768,                 1.0086,                0.74869,                0.28432,                 1.0127,                0.98092,                0.99375,                0.99333,                0.87187,                0.58442,                0.24527,                 1.0096,                0.59402,                0.18234,                 1.0143,              0.0041095,              0.0041095,              0.0041095
                    122,                0.69585,                0.34691,                 1.0126,                0.74772,                0.28164,                 1.0153,                0.97792,                0.99375,                0.99326,                0.87249,                0.57869,                 0.2434,                  1.008,                0.58428,                0.18767,                 1.0118,                0.00406,                0.00406,                0.00406
                    123,                0.68528,                0.33913,                 1.0005,                0.73327,                0.27498,                  1.003,                0.98034,                0.99649,                0.99343,                0.87669,                 0.5707,                0.23897,                 1.0033,                0.57705,                0.18097,                 1.0073,              0.0040105,              0.0040105,              0.0040105
                    124,                0.69539,                0.34575,                 1.0076,                0.74667,                0.27917,                   1.01,                0.98191,                0.99356,                0.99349,                 0.8767,                0.56821,                0.23937,                 1.0012,                0.57459,                0.17929,                 1.0054,               0.003961,               0.003961,               0.003961
                    125,                0.69701,                0.34754,                 1.0081,                0.74955,                0.28455,                 1.0111,                0.97625,                0.99575,                0.99332,                0.87416,                0.57367,                0.24481,                 1.0048,                0.58155,                0.18148,                 1.0086,              0.0039115,              0.0039115,              0.0039115
                    126,                0.69394,                0.34422,                 1.0088,                0.75142,                 0.2889,                 1.0129,                 0.9799,                0.99141,                0.99346,                0.87818,                 0.5699,                0.24199,                 1.0053,                0.57728,                0.17783,                 1.0093,               0.003862,               0.003862,               0.003862
                    127,                 0.6921,                0.33782,                 1.0056,                0.74747,                0.28254,                 1.0103,                0.98621,                0.99161,                0.99393,                0.87937,                0.56935,                0.23867,                 1.0072,                0.57606,                0.17598,                 1.0111,              0.0038125,              0.0038125,              0.0038125
                    128,                0.68706,                0.34151,                 1.0059,                0.73917,                0.28403,                  1.009,                0.98473,                0.99217,                0.99354,                0.87527,                0.57067,                0.24246,                 1.0062,                0.57971,                0.17917,                 1.0124,               0.003763,               0.003763,               0.003763
                    129,                0.69091,                0.34246,                 1.0038,                 0.7446,                0.28081,                 1.0069,                0.98448,                0.99351,                0.99388,                0.87541,                0.56997,                0.24286,                 1.0058,                0.57944,                0.17721,                 1.0108,              0.0037135,              0.0037135,              0.0037135
                    130,                0.69817,                0.34296,                 1.0103,                0.74385,                0.27528,                  1.011,                0.98426,                0.99489,                0.99366,                0.87499,                0.56979,                0.23881,                 1.0051,                0.57816,                 0.1766,                 1.0094,               0.003664,               0.003664,               0.003664
                    131,                0.70025,                0.34295,                 1.0009,                0.74799,                0.27357,                 1.0019,                0.97941,                0.99353,                0.99348,                0.87433,                0.57179,                 0.2362,                 1.0071,                0.58086,                0.17957,                 1.0119,              0.0036145,              0.0036145,              0.0036145
                    132,                0.68856,                0.33895,                 1.0121,                0.74094,                0.27674,                 1.0164,                0.98548,                0.98983,                0.99339,                0.87593,                0.56814,                 0.2359,                 1.0046,                 0.5746,                0.17678,                 1.0087,               0.003565,               0.003565,               0.003565
                    133,                 0.6895,                0.34569,                 1.0135,                0.73559,                 0.2839,                 1.0144,                0.98961,                0.99036,                0.99373,                0.87741,                0.56862,                0.23548,                 1.0039,                0.57557,                0.17303,                 1.0087,              0.0035155,              0.0035155,              0.0035155
                    134,                0.68323,                0.34232,                 1.0014,                0.73598,                0.28166,                 1.0052,                0.98724,                0.99364,                0.99388,                0.87463,                0.57353,                0.23876,                 1.0073,                0.58017,                 0.1752,                 1.0106,               0.003466,               0.003466,               0.003466
                    135,                0.68235,                0.33873,                  1.007,                 0.7283,                 0.2697,                 1.0093,                0.98324,                0.99278,                0.99394,                0.87428,                0.57199,                0.23773,                 1.0061,                0.58218,                0.17649,                 1.0112,              0.0034165,              0.0034165,              0.0034165
                    136,                0.68394,                0.33804,                 1.0039,                0.73178,                0.27014,                 1.0047,                0.98493,                0.99502,                0.99391,                0.87393,                0.57201,                 0.2381,                  1.006,                0.58167,                 0.1731,                 1.0114,               0.003367,               0.003367,               0.003367
                    137,                0.68709,                0.34056,                 1.0076,                0.73466,                  0.274,                 1.0088,                0.98322,                0.99162,                 0.9919,                0.87286,                0.57133,                0.23612,                 1.0049,                 0.5783,                0.18101,                  1.009,              0.0033175,              0.0033175,              0.0033175
                    138,                0.67389,                0.33897,                 1.0029,                0.72365,                0.27626,                 1.0061,                0.98261,                0.99299,                0.99375,                0.87701,                0.57112,                0.23563,                 1.0044,                0.57512,                0.17431,                 1.0081,               0.003268,               0.003268,               0.003268
                    139,                 0.6848,                0.33527,                 1.0036,                0.73128,                0.27337,                 1.0056,                0.98469,                0.98901,                0.99328,                0.87422,                0.57283,                0.23634,                  1.005,                0.57677,                0.17967,                 1.0089,              0.0032185,              0.0032185,              0.0032185
                    140,                0.68216,                0.33612,                 1.0056,                0.73007,                0.27672,                 1.0076,                0.98001,                0.99299,                0.99346,                0.87435,                0.57312,                0.23669,                 1.0049,                0.57899,                0.17685,                 1.0086,               0.003169,               0.003169,               0.003169
                    141,                0.67867,                0.33486,                 1.0022,                0.72546,                0.27182,                 1.0028,                0.98353,                0.99416,                0.99361,                0.87517,                 0.5738,                0.23758,                 1.0063,                0.58051,                0.17528,                 1.0105,              0.0031195,              0.0031195,              0.0031195
                    142,                0.67244,                0.33287,                0.99697,                0.72024,                0.26673,                0.99835,                0.98248,                0.99318,                0.99376,                 0.8764,                0.56933,                0.23619,                 1.0046,                0.57682,                0.17413,                 1.0098,                0.00307,                0.00307,                0.00307
                    143,                0.68391,                0.33675,                 1.0029,                0.73455,                0.26937,                 1.0052,                0.99133,                0.99041,                 0.9939,                0.87419,                0.56879,                0.23556,                 1.0036,                0.57686,                0.16955,                 1.0086,              0.0030205,              0.0030205,              0.0030205
                    144,                0.66927,                0.33164,                0.99165,                0.71597,                0.26666,                0.99355,                0.98875,                0.98861,                0.99369,                0.87514,                0.56647,                0.23357,                 1.0023,                0.57414,                0.17155,                 1.0072,               0.002971,               0.002971,               0.002971
                    145,                0.67906,                0.33351,                 1.0031,                0.72402,                 0.2651,                  1.003,                0.98557,                0.99306,                0.99339,                0.87454,                 0.5663,                0.23367,                 1.0024,                0.57395,                0.17555,                 1.0075,              0.0029215,              0.0029215,              0.0029215
                    146,                0.68551,                0.33782,                 1.0034,                0.73388,                0.27059,                 1.0049,                0.98752,                0.99125,                0.99324,                0.87638,                 0.5644,                 0.2346,                 1.0014,                0.56981,                0.17404,                 1.0058,               0.002872,               0.002872,               0.002872
                    147,                0.68127,                0.33512,                 1.0065,                0.72511,                0.26841,                 1.0071,                0.98964,                0.98959,                0.99383,                0.87692,                0.56517,                0.23468,                 1.0015,                0.57143,                0.17187,                 1.0058,              0.0028225,              0.0028225,              0.0028225
                    148,                0.67951,                0.33187,                 1.0002,                0.72943,                0.26904,                 1.0015,                0.98904,                  0.989,                0.99337,                0.87806,                0.56299,                0.23437,                 1.0014,                0.57077,                  0.173,                 1.0062,               0.002773,               0.002773,               0.002773
                    149,                 0.6659,                0.33209,                0.99795,                0.71039,                0.26872,                0.99808,                0.98414,                0.99416,                0.99389,                0.87761,                0.56385,                0.23479,                 1.0016,                0.57097,                0.16981,                 1.0057,              0.0027235,              0.0027235,              0.0027235
                    150,                 0.6646,                0.32679,                0.99054,                0.70994,                0.26162,                 0.9925,                0.98672,                0.99042,                0.99369,                 0.8754,                0.56813,                0.23504,                 1.0032,                0.57697,                0.17397,                  1.007,               0.002674,               0.002674,               0.002674
                    151,                0.67918,                0.32957,                 1.0008,                0.72822,                0.26785,                 1.0017,                0.98556,                0.98876,                0.99357,                0.87435,                0.57025,                0.23448,                 1.0039,                 0.5793,                0.17777,                 1.0073,              0.0026245,              0.0026245,              0.0026245
                    152,                0.66657,                0.33048,                0.99935,                0.71393,                0.26906,                0.99929,                0.98373,                0.99199,                0.99362,                  0.874,                0.57111,                0.23409,                  1.004,                0.58013,                0.17717,                  1.007,               0.002575,               0.002575,               0.002575
                    153,                 0.6772,                0.32906,                 1.0007,                0.72161,                0.26518,                 1.0024,                0.97184,                0.98681,                0.99298,                0.87075,                0.57152,                0.23446,                 1.0044,                0.58043,                0.18924,                 1.0081,              0.0025255,              0.0025255,              0.0025255
                    154,                 0.6677,                 0.3276,                0.99862,                0.71421,                 0.2588,                 1.0015,                0.97844,                0.98531,                0.99332,                0.87261,                0.56996,                0.23362,                 1.0045,                0.57966,                0.18243,                 1.0097,               0.002476,               0.002476,               0.002476
                    155,                0.66449,                0.32659,                 0.9965,                 0.7111,                0.26428,                0.99656,                0.98382,                0.98821,                0.99389,                0.87278,                0.56965,                0.23307,                 1.0036,                0.57857,                0.17589,                  1.009,              0.0024265,              0.0024265,              0.0024265
                    156,                0.66853,                0.32857,                0.98804,                0.71973,                0.27018,                0.98921,                0.98553,                0.99112,                 0.9939,                0.87323,                0.57021,                 0.2331,                 1.0033,                0.57868,                0.17257,                 1.0087,               0.002377,               0.002377,               0.002377
                    157,                0.66633,                0.32493,                0.99518,                0.71294,                0.26261,                0.99668,                0.98774,                0.99195,                0.99386,                0.87465,                0.56891,                0.23244,                 1.0025,                0.57821,                0.17182,                 1.0081,              0.0023275,              0.0023275,              0.0023275
                    158,                 0.6584,                 0.3231,                0.99266,                0.70595,                 0.2607,                0.99487,                0.98313,                 0.9954,                0.99394,                0.87465,                0.56798,                0.23199,                 1.0025,                0.57586,                0.17028,                 1.0077,               0.002278,               0.002278,               0.002278
                    159,                0.66475,                0.32272,                0.99282,                0.71188,                0.25956,                0.99291,                0.98756,                0.99433,                0.99392,                0.87535,                0.56763,                0.23144,                 1.0028,                0.57656,                0.16873,                 1.0081,              0.0022285,              0.0022285,              0.0022285
                    160,                0.67049,                0.32803,                0.99889,                0.71646,                0.26619,                      1,                0.98764,                0.99139,                0.99394,                0.87778,                0.56714,                0.23044,                 1.0025,                0.57629,                0.17045,                 1.0079,               0.002179,               0.002179,               0.002179
                    161,                0.65785,                0.32222,                0.98763,                0.70337,                0.26362,                0.98896,                0.98821,                0.99364,                0.99394,                0.87459,                0.56753,                0.23032,                 1.0024,                 0.5764,                0.17057,                 1.0078,              0.0021295,              0.0021295,              0.0021295
                    162,                0.66057,                0.31804,                0.98925,                0.70403,                0.25768,                0.99035,                0.98747,                0.99143,                0.99407,                0.87319,                0.56605,                0.22982,                 1.0025,                0.57538,                0.17397,                 1.0082,                0.00208,                0.00208,                0.00208
                    163,                0.66634,                 0.3237,                0.99406,                0.71007,                0.26182,                0.99289,                0.98037,                0.98895,                0.99343,                0.87262,                0.56571,                0.22895,                 1.0025,                0.57404,                0.17909,                 1.0075,              0.0020305,              0.0020305,              0.0020305
                    164,                0.66208,                0.31793,                0.99026,                0.70579,                0.26037,                0.99096,                   0.98,                0.98267,                0.99315,                0.87127,                0.56646,                0.22935,                 1.0026,                0.57346,                 0.1835,                 1.0075,               0.001981,               0.001981,               0.001981
                    165,                0.66176,                0.31804,                0.99491,                0.70421,                0.26006,                0.99487,                0.97918,                0.99207,                0.99353,                0.87031,                0.56677,                 0.2292,                 1.0027,                0.57351,                 0.1791,                 1.0069,              0.0019315,              0.0019315,              0.0019315
                    166,                0.65433,                 0.3173,                0.98929,                0.69621,                0.25662,                0.99062,                0.97665,                0.99232,                0.99323,                0.86997,                0.56788,                0.23054,                 1.0029,                0.57407,                0.17973,                  1.007,               0.001882,               0.001882,               0.001882
                    167,                0.66492,                 0.3207,                0.99656,                0.70662,                0.26198,                0.99714,                0.98753,                 0.9911,                 0.9936,                0.87082,                0.56829,                0.23083,                 1.0028,                0.57677,                0.17405,                 1.0076,              0.0018325,              0.0018325,              0.0018325
                    168,                0.65746,                0.31636,                0.99124,                0.70082,                0.25595,                0.99042,                0.98192,                0.99608,                0.99343,                0.87044,                0.56709,                0.23012,                 1.0022,                0.57611,                0.17503,                 1.0072,               0.001783,               0.001783,               0.001783
                    169,                0.66129,                0.31956,                0.99283,                0.69996,                 0.2597,                0.99298,                0.98329,                0.99607,                0.99369,                 0.8702,                0.56653,                0.23013,                 1.0019,                0.57583,                0.17287,                 1.0069,              0.0017335,              0.0017335,              0.0017335
                    170,                0.65409,                  0.317,                0.99004,                0.69518,                0.25815,                0.98905,                0.98561,                0.99211,                0.99371,                0.87076,                0.56629,                0.22967,                 1.0015,                 0.5761,                0.17203,                  1.007,               0.001684,               0.001684,               0.001684
                    171,                0.65622,                0.31534,                0.99032,                0.70102,                0.25695,                0.99088,                0.98468,                0.99823,                0.99383,                0.87071,                0.56581,                0.22983,                 1.0015,                  0.576,                0.16773,                 1.0069,              0.0016345,              0.0016345,              0.0016345
                    172,                0.65816,                 0.3161,                 0.9941,                0.69957,                0.25382,                0.99413,                0.98535,                0.99611,                0.99362,                0.87055,                0.56557,                0.22972,                 1.0014,                0.57581,                0.17087,                 1.0068,               0.001585,               0.001585,               0.001585
                    173,                0.65309,                0.31681,                0.99401,                0.69374,                0.25586,                0.99291,                 0.9835,                0.99766,                 0.9938,                0.87102,                0.56538,                0.22942,                 1.0015,                0.57561,                0.16848,                 1.0069,              0.0015355,              0.0015355,              0.0015355
                    174,                 0.6595,                0.31646,                 0.9947,                0.69955,                0.25361,                0.99345,                0.98271,                0.99565,                0.99374,                0.87243,                0.56529,                0.22993,                 1.0015,                0.57571,                 0.1715,                 1.0069,               0.001486,               0.001486,               0.001486
                    175,                0.65545,                 0.3157,                0.98914,                0.69699,                0.25622,                0.98771,                0.98756,                0.99586,                0.99386,                0.87303,                0.56582,                0.22907,                 1.0014,                0.57727,                0.16823,                 1.0071,              0.0014365,              0.0014365,              0.0014365
                    176,                0.65203,                0.31241,                0.98779,                0.69286,                0.25195,                0.98673,                0.98995,                0.99242,                0.99383,                0.87347,                 0.5657,                0.22891,                 1.0015,                0.57723,                0.17083,                 1.0071,               0.001387,               0.001387,               0.001387
                    177,                0.65035,                0.31007,                0.99092,                0.68699,                0.24301,                0.98971,                0.98671,                0.99289,                0.99376,                0.87275,                0.56598,                0.22973,                 1.0024,                0.57687,                0.17111,                 1.0073,              0.0013375,              0.0013375,              0.0013375
