                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.67445,                0.37363,                0.84546,                0.69475,                0.26348,                0.85184,                 0.9762,                0.94619,                0.96404,                0.82686,                  1.319,                 0.4554,                0.76239,                 1.3272,                0.40302,                0.76309,                0.00901,                0.00901,                0.00901
                     23,                0.67236,                0.37326,                0.84393,                0.68906,                0.25242,                  0.849,                  0.977,                0.93923,                0.96368,                0.81836,                 1.3559,                0.48261,                0.77403,                 1.3576,                0.39349,                0.77131,              0.0089605,              0.0089605,              0.0089605
                     24,                0.66561,                0.36416,                0.83857,                0.68385,                0.24947,                0.84399,                0.97857,                0.94726,                 0.9644,                0.82948,                 1.3433,                0.47208,                0.76878,                 1.3397,                0.37523,                0.76578,               0.008911,               0.008911,               0.008911
                     25,                0.65794,                0.35771,                0.83565,                0.67945,                0.24276,                0.84034,                0.98723,                0.94461,                0.96493,                0.81178,                 1.3821,                0.47644,                0.77665,                 1.3764,                0.37352,                0.77487,              0.0088615,              0.0088615,              0.0088615
                     26,                0.66022,                0.35743,                0.83465,                0.67937,                0.23988,                0.84015,                0.98416,                0.94381,                0.96464,                0.82193,                 1.3369,                0.45004,                0.76578,                 1.3459,                0.36966,                0.76838,               0.008812,               0.008812,               0.008812
                     27,                0.65313,                0.34797,                0.83645,                0.67457,                0.23927,                 0.8426,                 0.9702,                0.93078,                0.96111,                0.79738,                 1.3913,                0.52471,                0.80048,                 1.4088,                0.49467,                0.81092,              0.0087625,              0.0087625,              0.0087625
                     28,                 0.6454,                0.34952,                0.83217,                0.66345,                0.23348,                0.83828,                0.98282,                0.94298,                0.96447,                0.81981,                 1.3371,                0.44863,                0.76063,                 1.3431,                0.36768,                0.75943,               0.008713,               0.008713,               0.008713
                     29,                0.64325,                0.33985,                0.83108,                0.66359,                0.22874,                0.83737,                0.98279,                0.95004,                0.96477,                0.82081,                 1.3413,                0.44319,                 0.7605,                 1.3485,                0.35913,                0.76344,              0.0086635,              0.0086635,              0.0086635
                     30,                0.63824,                 0.3399,                 0.8311,                0.66026,                0.23085,                0.83793,                0.98492,                0.95046,                0.96501,                0.82583,                 1.3387,                0.43243,                0.75811,                 1.3344,                0.34457,                0.75897,               0.008614,               0.008614,               0.008614
                     31,                0.63535,                0.34195,                0.82791,                0.65705,                0.23319,                0.83389,                0.98432,                0.93894,                0.96417,                0.82143,                 1.3304,                0.44525,                0.76773,                 1.3451,                0.38271,                0.76659,              0.0085645,              0.0085645,              0.0085645
                     32,                 0.6325,                0.33621,                0.82729,                 0.6476,                0.22625,                0.83309,                0.98205,                0.95455,                0.96513,                0.81746,                 1.3438,                  0.432,                0.75853,                 1.3521,                0.35701,                0.76052,               0.008515,               0.008515,               0.008515
                     33,                0.63138,                0.33105,                0.82339,                0.65003,                0.22426,                0.82899,                 0.9845,                0.94975,                0.96508,                0.82777,                 1.3246,                0.42324,                0.75692,                 1.3292,                0.36167,                0.75571,              0.0084655,              0.0084655,              0.0084655
                     34,                0.62976,                0.32949,                0.82523,                0.64976,                0.22079,                0.83096,                0.97893,                0.94884,                0.96426,                0.81732,                  1.329,                0.42491,                0.75548,                 1.3512,                0.36182,                0.75992,               0.008416,               0.008416,               0.008416
                     35,                 0.6133,                0.32683,                0.82397,                0.63066,                0.21575,                0.82947,                0.98505,                0.94155,                0.96472,                0.82081,                 1.3309,                0.42674,                0.76383,                 1.3433,                0.35524,                0.76202,              0.0083665,              0.0083665,              0.0083665
                     36,                0.62106,                0.32526,                0.82247,                 0.6379,                0.21648,                0.82796,                0.98079,                0.94646,                0.96466,                 0.8274,                 1.3096,                0.42079,                0.75304,                 1.3173,                0.36792,                0.75401,               0.008317,               0.008317,               0.008317
                     37,                0.61921,                0.31995,                0.82117,                0.63755,                0.21475,                0.82572,                0.98617,                 0.9518,                0.96496,                0.83123,                 1.3102,                0.41082,                 0.7489,                 1.3193,                0.33947,                 0.7482,              0.0082675,              0.0082675,              0.0082675
                     38,                0.61424,                0.32052,                0.81897,                0.63204,                0.21486,                0.82431,                0.98873,                0.93787,                 0.9645,                0.82848,                 1.3276,                0.41955,                0.76976,                 1.3265,                0.35698,                0.76487,               0.008218,               0.008218,               0.008218
                     39,                0.61471,                0.31666,                0.81773,                0.63276,                0.21048,                0.82332,                0.98353,                0.95062,                0.96512,                0.83373,                 1.2986,                0.41148,                0.74965,                 1.3072,                0.36018,                0.75165,              0.0081685,              0.0081685,              0.0081685
                     40,                0.60828,                0.31773,                0.81941,                0.62439,                 0.2086,                0.82492,                0.97411,                0.95466,                0.96453,                0.83285,                 1.3005,                0.40523,                0.74989,                 1.3104,                 0.3436,                0.74881,               0.008119,               0.008119,               0.008119
                     41,                0.61662,                0.31392,                0.81924,                0.63516,                0.20855,                0.82365,                0.98417,                0.94454,                0.96401,                0.82844,                 1.3189,                0.41837,                0.76431,                 1.3261,                0.35833,                0.76209,              0.0080695,              0.0080695,              0.0080695
                     42,                0.60559,                0.30958,                0.81599,                0.62641,                0.21043,                 0.8213,                 0.9565,                0.90867,                0.95218,                0.80143,                 1.3802,                0.53702,                0.80948,                 1.3803,                0.53089,                0.82217,                0.00802,                0.00802,                0.00802
                     43,                0.60091,                0.31089,                0.81626,                0.61671,                0.20252,                0.82091,                0.98182,                0.94209,                0.96407,                0.82712,                 1.3285,                0.42827,                0.77729,                 1.3281,                0.37012,                0.77535,              0.0079705,              0.0079705,              0.0079705
                     44,                 0.6039,                0.30799,                0.81467,                0.62444,                0.20589,                0.82008,                0.98722,                0.95297,                0.96521,                0.83027,                 1.3109,                0.40016,                0.75174,                 1.3182,                0.32688,                0.75256,               0.007921,               0.007921,               0.007921
                     45,                0.60011,                0.30189,                0.81543,                0.61766,                0.19936,                0.82128,                0.98442,                0.93981,                 0.9641,                0.82792,                 1.3149,                0.40883,                0.76434,                 1.3196,                0.35229,                0.76254,              0.0078715,              0.0078715,              0.0078715
                     46,                0.59802,                0.30201,                0.81632,                0.61515,                0.20053,                 0.8215,                 0.9825,                 0.9504,                0.96461,                0.83109,                 1.3116,                0.40869,                0.75456,                  1.314,                0.35067,                0.75278,               0.007822,               0.007822,               0.007822
                     47,                0.60245,                0.30089,                0.81601,                0.61705,                  0.202,                0.82073,                0.98976,                0.95522,                0.96528,                0.83185,                 1.3051,                0.39634,                0.75242,                 1.3094,                0.32823,                0.75028,              0.0077725,              0.0077725,              0.0077725
                     48,                0.59556,                 0.3028,                0.81317,                0.61609,                0.20386,                0.81859,                0.98567,                0.94579,                0.95641,                0.82025,                 1.3431,                0.42498,                0.77867,                  1.345,                0.39118,                0.77857,               0.007723,               0.007723,               0.007723
                     49,                0.59985,                0.30319,                0.81333,                0.61525,                0.20175,                0.81842,                 0.9857,                0.95305,                0.96485,                0.83601,                 1.2936,                0.39497,                0.74404,                 1.2971,                 0.3274,                0.74551,              0.0076735,              0.0076735,              0.0076735
                     50,                0.59206,                0.30114,                0.81502,                0.60713,                0.19692,                0.82007,                0.99009,                0.95152,                0.96515,                0.82607,                 1.3135,                0.41064,                0.75678,                 1.3234,                0.34327,                0.75678,               0.007624,               0.007624,               0.007624
                     51,                0.59478,                0.29738,                0.81179,                0.61515,                0.20103,                 0.8168,                0.99071,                 0.9515,                0.96513,                0.83351,                 1.3107,                0.39582,                0.75126,                 1.3132,                0.32265,                 0.7519,              0.0075745,              0.0075745,              0.0075745
                     52,                0.59319,                0.29506,                0.81321,                0.61057,                0.19693,                0.81835,                0.99187,                0.95273,                0.96524,                0.82437,                 1.3253,                0.39645,                 0.7634,                 1.3334,                0.32615,                0.76377,               0.007525,               0.007525,               0.007525
                     53,                0.59233,                0.29278,                0.80953,                0.60909,                0.19478,                0.81359,                0.98846,                0.95345,                0.96524,                0.83204,                 1.2976,                0.39206,                0.74697,                 1.3075,                0.32427,                0.75089,              0.0074755,              0.0074755,              0.0074755
                     54,                0.58607,                0.29458,                   0.81,                0.60141,                0.19066,                 0.8145,                0.99114,                0.95278,                 0.9652,                0.83679,                 1.2927,                 0.3889,                0.74688,                 1.2972,                 0.3224,                0.74723,               0.007426,               0.007426,               0.007426
                     55,                0.58282,                0.29057,                0.80816,                0.59948,                0.19011,                0.81325,                 0.9915,                0.95605,                0.96527,                0.83595,                 1.2952,                0.38571,                0.74438,                 1.2934,                 0.3176,                0.74272,              0.0073765,              0.0073765,              0.0073765
                     56,                0.57942,                 0.2911,                0.81021,                0.59608,                0.19243,                0.81466,                0.98982,                0.95763,                0.96514,                0.82783,                 1.3171,                0.39493,                0.75354,                 1.3243,                0.32799,                0.75384,               0.007327,               0.007327,               0.007327
                     57,                0.58459,                0.28912,                0.80897,                0.60113,                0.19063,                0.81363,                0.98786,                0.95512,                0.96514,                0.83506,                 1.2957,                0.38802,                0.74762,                 1.2963,                0.32278,                0.74693,              0.0072775,              0.0072775,              0.0072775
                     58,                0.58151,                0.28676,                0.81005,                0.59938,                0.19033,                0.81469,                0.99098,                0.95691,                0.96499,                0.83812,                  1.287,                 0.3801,                0.74524,                 1.2902,                0.31713,                 0.7468,               0.007228,               0.007228,               0.007228
                     59,                0.57765,                0.28782,                0.80696,                0.59704,                0.18817,                0.81254,                0.98929,                 0.9549,                0.96501,                0.83911,                 1.2804,                0.37914,                0.74462,                 1.2867,                0.31622,                0.74846,              0.0071785,              0.0071785,              0.0071785
                     60,                0.57922,                0.28571,                0.80842,                0.59316,                0.18856,                0.81276,                0.98034,                0.94461,                0.96309,                 0.8079,                 1.4031,                0.45427,                0.80585,                 1.4058,                0.39723,                0.82025,               0.007129,               0.007129,               0.007129
                     61,                0.57306,                0.28297,                0.80577,                0.58759,                0.18715,                0.80942,                0.99027,                0.95225,                0.96471,                0.83215,                 1.3032,                0.38243,                0.74659,                 1.3058,                0.32207,                0.74805,              0.0070795,              0.0070795,              0.0070795
                     62,                0.56787,                0.28324,                0.80826,                0.58618,                 0.1871,                0.81289,                0.98986,                0.95804,                0.96526,                0.83684,                 1.2953,                0.38277,                0.75119,                  1.299,                0.31749,                0.75222,                0.00703,                0.00703,                0.00703
                     63,                0.58011,                0.28303,                0.80691,                0.59759,                0.18963,                  0.811,                0.98671,                0.95313,                0.96521,                0.83799,                 1.2917,                0.37879,                0.74503,                  1.294,                0.31493,                0.74504,              0.0069805,              0.0069805,              0.0069805
                     64,                0.57556,                 0.2811,                0.80626,                0.59146,                0.18455,                 0.8103,                0.98958,                 0.9544,                0.96507,                0.83797,                 1.2819,                0.37756,                0.74455,                 1.2884,                0.32026,                 0.7462,               0.006931,               0.006931,               0.006931
                     65,                0.57091,                0.27764,                0.80609,                 0.5892,                0.18618,                0.81006,                0.99099,                0.95434,                0.96515,                0.83035,                 1.3095,                0.38093,                0.75036,                 1.3105,                 0.3241,                0.74738,              0.0068815,              0.0068815,              0.0068815
                     66,                0.56575,                 0.2784,                0.80429,                0.57992,                0.18395,                0.80887,                0.98749,                0.95595,                0.96518,                 0.8368,                 1.2864,                0.37877,                 0.7423,                 1.2893,                0.31759,                0.74161,               0.006832,               0.006832,               0.006832
                     67,                0.56093,                0.27838,                0.80616,                0.58246,                0.18771,                0.81115,                0.98938,                0.95823,                0.96563,                 0.8345,                 1.2941,                0.37634,                0.75361,                 1.2966,                0.31353,                0.74897,              0.0067825,              0.0067825,              0.0067825
                     68,                0.56761,                0.27654,                0.80474,                 0.5817,                0.18496,                0.80931,                0.98874,                0.95434,                0.96516,                0.84162,                  1.278,                 0.3735,                0.74061,                 1.2797,                0.31562,                0.74042,               0.006733,               0.006733,               0.006733
                     69,                0.56043,                0.27679,                0.80657,                0.57692,                0.18327,                 0.8116,                0.99091,                0.95747,                0.96512,                 0.8356,                 1.2943,                0.37945,                0.74977,                 1.2964,                0.31027,                0.75094,              0.0066835,              0.0066835,              0.0066835
                     70,                0.57088,                0.28294,                0.80398,                0.58483,                0.18476,                0.80844,                0.99128,                 0.9597,                0.96512,                0.84226,                 1.2826,                0.37352,                0.74131,                 1.2821,                0.31021,                0.74013,               0.006634,               0.006634,               0.006634
                     71,                0.56305,                0.27686,                0.80535,                0.57868,                0.18162,                0.80936,                0.99015,                0.95779,                0.96524,                0.84395,                 1.2796,                0.36922,                0.74348,                 1.2812,                0.30474,                0.74408,              0.0065845,              0.0065845,              0.0065845
                     72,                0.56004,                0.27645,                0.80265,                0.57817,                0.18314,                0.80639,                0.98526,                0.95836,                0.96483,                 0.8423,                 1.2797,                0.37374,                0.74385,                 1.2799,                0.31245,                0.74334,               0.006535,               0.006535,               0.006535
                     73,                0.56486,                 0.2727,                 0.8012,                0.58127,                0.18203,                0.80581,                0.99273,                0.95273,                0.96517,                0.83915,                 1.2889,                0.37457,                0.74261,                  1.289,                0.31078,                 0.7437,              0.0064855,              0.0064855,              0.0064855
                     74,                0.55648,                0.27096,                0.80386,                0.57208,                0.17944,                0.80827,                0.98915,                0.95282,                0.96503,                0.83992,                 1.2794,                0.37338,                0.74113,                 1.2852,                0.31122,                0.74294,               0.006436,               0.006436,               0.006436
                     75,                0.55815,                 0.2724,                0.80352,                0.57545,                 0.1809,                0.80832,                0.98747,                0.95458,                  0.965,                0.83687,                 1.2851,                0.37384,                0.74518,                 1.2879,                0.31239,                0.74546,              0.0063865,              0.0063865,              0.0063865
                     76,                 0.5562,                0.27033,                0.80271,                0.57348,                0.17961,                0.80687,                0.98455,                0.95176,                0.96457,                0.83901,                  1.286,                0.37033,                0.73895,                 1.2863,                0.31723,                 0.7399,               0.006337,               0.006337,               0.006337
                     77,                0.55462,                0.27157,                0.80149,                0.56988,                0.18053,                0.80557,                0.99021,                0.95932,                0.96554,                0.83746,                 1.2926,                0.37084,                0.74226,                 1.2989,                0.31254,                0.74172,              0.0062875,              0.0062875,              0.0062875
                     78,                 0.5596,                0.27103,                0.80185,                0.57268,                0.17719,                 0.8061,                0.99045,                0.95908,                0.96552,                0.84054,                 1.2876,                 0.3701,                0.74352,                 1.2905,                0.30689,                0.74243,               0.006238,               0.006238,               0.006238
                     79,                0.55091,                0.26874,                0.80295,                0.56671,                0.17585,                0.80727,                0.99174,                0.95675,                0.96555,                0.84314,                  1.283,                0.36991,                0.73901,                 1.2831,                0.30503,                0.73792,              0.0061885,              0.0061885,              0.0061885
                     80,                0.55194,                0.26765,                0.80325,                0.56701,                0.17707,                0.80685,                 0.9907,                0.95812,                0.96554,                 0.8433,                 1.2774,                0.36637,                0.73852,                  1.276,                0.30229,                0.73731,               0.006139,               0.006139,               0.006139
                     81,                0.55456,                0.26825,                0.80101,                 0.5679,                0.17719,                 0.8054,                0.99112,                 0.9598,                0.96545,                  0.841,                 1.2784,                0.36672,                0.73926,                 1.2815,                0.30381,                0.73873,              0.0060895,              0.0060895,              0.0060895
                     82,                0.54793,                0.26479,                0.79947,                0.56393,                  0.177,                 0.8039,                0.98994,                0.95755,                0.96533,                0.83655,                 1.2898,                0.36886,                0.74346,                 1.2924,                0.30698,                0.74379,                0.00604,                0.00604,                0.00604
                     83,                0.54908,                0.26677,                0.79998,                0.56311,                0.17633,                0.80372,                0.99324,                0.95729,                0.96524,                0.84069,                 1.2796,                0.36972,                0.74142,                 1.2821,                0.31014,                0.74088,              0.0059905,              0.0059905,              0.0059905
                     84,                0.54917,                0.26691,                0.80152,                0.56271,                0.17453,                0.80517,                0.99199,                0.95691,                0.96539,                0.84244,                 1.2718,                0.36408,                0.73792,                 1.2753,                0.30237,                0.73854,               0.005941,               0.005941,               0.005941
                     85,                 0.5444,                0.26628,                0.79889,                0.55909,                0.17391,                0.80267,                0.99035,                0.95664,                0.96536,                0.84059,                 1.2835,                0.36806,                0.74283,                 1.2839,                0.30726,                0.74191,              0.0058915,              0.0058915,              0.0058915
                     86,                0.54627,                0.26372,                0.80092,                0.55982,                0.17289,                0.80482,                0.99199,                0.95731,                0.96538,                0.84249,                 1.2799,                0.36853,                0.74053,                  1.281,                0.30195,                0.73891,               0.005842,               0.005842,               0.005842
                     87,                0.54289,                0.26369,                0.79748,                0.55795,                0.17364,                0.80151,                0.99151,                0.95783,                0.96535,                0.84301,                 1.2714,                 0.3657,                0.73674,                 1.2773,                0.30638,                0.73748,              0.0057925,              0.0057925,              0.0057925
                     88,                0.54862,                0.26515,                0.79576,                0.56423,                0.17352,                0.80011,                0.98951,                0.95587,                0.96527,                0.84461,                 1.2722,                0.36763,                0.73939,                 1.2733,                0.31184,                0.73896,               0.005743,               0.005743,               0.005743
                     89,                0.54162,                 0.2624,                0.79732,                0.55282,                0.16981,                0.80102,                0.99141,                0.95707,                0.96551,                0.84445,                 1.2711,                0.36216,                0.73475,                 1.2729,                 0.3012,                0.73493,              0.0056935,              0.0056935,              0.0056935
                     90,                0.54313,                0.26362,                0.79809,                0.55606,                0.17318,                0.80134,                0.99095,                0.95022,                0.96522,                0.84336,                 1.2709,                0.36256,                0.73748,                 1.2736,                0.30762,                0.73795,               0.005644,               0.005644,               0.005644
                     91,                0.54362,                0.25987,                0.79802,                0.55689,                0.17081,                0.80209,                0.98831,                0.95822,                 0.9653,                0.84468,                  1.271,                0.36107,                0.73916,                 1.2735,                0.30285,                0.73957,              0.0055945,              0.0055945,              0.0055945
                     92,                0.54325,                0.26137,                0.79843,                0.55624,                0.17142,                0.80193,                 0.9928,                0.95844,                0.96557,                0.83834,                 1.2747,                0.36269,                0.73701,                 1.2834,                0.30283,                0.73666,               0.005545,               0.005545,               0.005545
                     93,                0.53526,                0.25908,                0.79583,                0.54789,                0.16866,                0.79934,                0.98958,                0.95868,                0.96546,                0.84758,                 1.2634,                0.35997,                0.73313,                 1.2643,                0.29733,                0.73284,              0.0054955,              0.0054955,              0.0054955
                     94,                0.53111,                0.26129,                0.79605,                0.54481,                0.16981,                0.80034,                0.99211,                 0.9598,                0.96546,                0.84783,                 1.2674,                0.36226,                0.73619,                 1.2655,                0.29729,                0.73659,               0.005446,               0.005446,               0.005446
                     95,                 0.5373,                0.25974,                0.79582,                0.55137,                0.16851,                0.79968,                0.99239,                0.95426,                0.96524,                0.84354,                 1.2691,                0.36031,                  0.736,                 1.2724,                0.30338,                0.73675,              0.0053965,              0.0053965,              0.0053965
                     96,                0.53816,                0.26086,                0.79543,                0.55056,                0.17016,                0.79923,                0.99243,                0.95846,                0.96536,                0.84641,                 1.2641,                0.36276,                0.73411,                 1.2667,                0.29954,                0.73362,               0.005347,               0.005347,               0.005347
                     97,                0.54085,                0.25972,                0.79601,                0.55438,                0.17076,                0.80001,                0.99203,                0.96031,                0.96547,                0.84693,                 1.2594,                0.35696,                0.73406,                 1.2636,                0.29803,                0.73449,              0.0052975,              0.0052975,              0.0052975
                     98,                0.53963,                0.25754,                0.79783,                0.55168,                0.16847,                0.80115,                0.99241,                0.95779,                0.96554,                0.83956,                 1.2821,                  0.363,                0.74255,                 1.2857,                0.30179,                0.74362,               0.005248,               0.005248,               0.005248
                     99,                0.52791,                 0.2552,                0.79782,                0.54009,                0.16631,                0.80079,                0.99251,                0.95907,                0.96533,                0.84278,                 1.2695,                0.35992,                0.73989,                 1.2746,                0.30277,                0.73977,              0.0051985,              0.0051985,              0.0051985
                    100,                 0.5352,                 0.2559,                0.79623,                0.54824,                0.16772,                 0.7997,                0.99162,                0.95876,                0.96522,                0.84494,                 1.2608,                 0.3579,                0.73318,                 1.2655,                0.30013,                0.73348,               0.005149,               0.005149,               0.005149
                    101,                0.52748,                0.25619,                0.79415,                0.53763,                0.16462,                0.79731,                 0.9944,                0.95474,                 0.9656,                0.84415,                 1.2683,                0.35906,                0.73731,                 1.2711,                0.29951,                 0.7369,              0.0050995,              0.0050995,              0.0050995
                    102,                0.52712,                0.25329,                0.79511,                0.53844,                0.16544,                 0.7981,                0.98854,                0.95852,                0.96546,                0.84762,                 1.2594,                0.35697,                0.73354,                 1.2617,                0.30055,                0.73284,                0.00505,                0.00505,                0.00505
                    103,                0.53077,                0.25376,                0.79562,                0.54655,                0.16952,                0.79937,                0.99163,                0.95884,                0.96563,                0.84626,                 1.2601,                0.35631,                0.73433,                 1.2636,                0.29863,                0.73419,              0.0050005,              0.0050005,              0.0050005
                    104,                0.52751,                0.25271,                 0.7941,                0.53869,                0.16692,                0.79802,                0.99001,                0.95747,                0.96505,                0.84302,                 1.2653,                0.35617,                0.73651,                 1.2695,                0.30247,                0.73542,               0.004951,               0.004951,               0.004951
                    105,                0.52381,                0.25119,                0.79375,                0.53429,                0.16499,                0.79664,                0.99274,                0.95672,                0.96539,                0.84728,                 1.2606,                0.35846,                 0.7327,                 1.2632,                 0.2994,                0.73243,              0.0049015,              0.0049015,              0.0049015
                    106,                0.53043,                0.25291,                0.79212,                0.54285,                0.16686,                0.79579,                0.99388,                0.95554,                 0.9652,                0.84372,                 1.2627,                0.35243,                 0.7343,                 1.2649,                0.29705,                0.73326,               0.004852,               0.004852,               0.004852
                    107,                0.52288,                0.25257,                0.79484,                0.53494,                 0.1652,                0.79856,                0.99251,                0.95595,                0.96512,                0.84721,                 1.2536,                 0.3519,                0.73061,                 1.2562,                0.29878,                0.72996,              0.0048025,              0.0048025,              0.0048025
                    108,                0.52563,                0.25103,                0.79356,                 0.5372,                0.16574,                0.79736,                0.99263,                0.95249,                0.96473,                0.84608,                 1.2578,                 0.3535,                0.73261,                 1.2602,                0.30031,                0.73274,               0.004753,               0.004753,               0.004753
                    109,                0.52332,                0.24937,                0.79319,                0.53643,                0.16487,                0.79684,                0.98938,                0.95833,                0.96529,                0.84749,                 1.2537,                0.35191,                0.73096,                 1.2562,                0.29691,                0.73131,              0.0047035,              0.0047035,              0.0047035
                    110,                0.51253,                0.24713,                0.79452,                0.52486,                0.16075,                0.79804,                0.99121,                0.95828,                0.96554,                0.84924,                 1.2499,                0.35164,                0.73159,                 1.2545,                0.29505,                0.73179,               0.004654,               0.004654,               0.004654
