                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                0.52621,                0.24883,                0.79364,                0.53624,                0.16446,                0.79673,                0.98905,                0.95854,                0.96557,                0.85167,                 1.2495,                0.35015,                0.72982,                 1.2495,                0.29521,                0.72843,              0.0046045,              0.0046045,              0.0046045
                    112,                0.52421,                 0.2499,                  0.792,                0.53475,                0.16291,                0.79551,                0.99328,                0.95892,                0.96565,                0.84703,                 1.2617,                0.35271,                0.73407,                 1.2634,                0.29638,                0.73384,               0.004555,               0.004555,               0.004555
                    113,                0.51747,                0.24659,                  0.792,                0.52973,                0.16058,                0.79533,                0.98849,                0.96005,                0.96544,                0.84773,                 1.2586,                0.35335,                0.73138,                 1.2614,                0.29738,                0.73044,              0.0045055,              0.0045055,              0.0045055
                    114,                0.52083,                0.24703,                0.79304,                0.53266,                0.16345,                0.79637,                0.99051,                0.95619,                0.96533,                0.84747,                  1.253,                0.34952,                0.73001,                 1.2544,                0.29874,                0.72985,               0.004456,               0.004456,               0.004456
                    115,                0.51237,                0.24558,                0.79341,                0.52643,                0.16069,                0.79691,                0.99208,                0.95659,                0.96561,                0.84675,                 1.2592,                0.35258,                0.73402,                 1.2614,                0.29988,                0.73475,              0.0044065,              0.0044065,              0.0044065
                    116,                0.51721,                0.24703,                0.79206,                0.53395,                0.16378,                0.79592,                0.99164,                0.95739,                0.96559,                0.84685,                 1.2559,                0.35017,                0.73095,                 1.2612,                0.29792,                0.73205,               0.004357,               0.004357,               0.004357
                    117,                0.51448,                0.24403,                0.79177,                0.52502,                0.15944,                0.79487,                0.99135,                0.95852,                 0.9655,                0.85163,                 1.2483,                0.34658,                0.72836,                 1.2495,                0.29291,                0.72783,              0.0043075,              0.0043075,              0.0043075
                    118,                0.51207,                0.24341,                0.79132,                0.52313,                0.15954,                0.79468,                0.99103,                0.95891,                0.96584,                0.85054,                 1.2499,                 0.3471,                0.72942,                 1.2514,                0.29549,                0.72917,               0.004258,               0.004258,               0.004258
                    119,                0.51238,                 0.2445,                0.79064,                0.52467,                0.16042,                0.79435,                0.99317,                0.95876,                0.96578,                0.84882,                 1.2538,                0.34744,                0.73075,                 1.2551,                0.29272,                0.73009,              0.0042085,              0.0042085,              0.0042085
                    120,                0.51019,                0.24316,                0.79271,                0.52101,                0.16128,                0.79622,                0.99326,                0.95947,                0.96561,                 0.8512,                 1.2488,                0.34628,                 0.7291,                 1.2495,                 0.2945,                0.72852,               0.004159,               0.004159,               0.004159
                    121,                0.51014,                0.24266,                   0.79,                 0.5234,                0.16042,                0.79342,                0.99146,                0.95506,                0.96549,                0.85068,                 1.2489,                0.34754,                0.73121,                 1.2501,                0.29616,                0.72998,              0.0041095,              0.0041095,              0.0041095
                    122,                0.50449,                0.24077,                0.79153,                0.51572,                0.15773,                0.79469,                0.99001,                 0.9594,                0.96572,                0.85017,                 1.2508,                0.34791,                0.73024,                 1.2537,                0.29437,                0.72964,                0.00406,                0.00406,                0.00406
                    123,                0.51171,                0.24296,                0.78987,                0.52711,                0.16325,                0.79353,                0.99194,                0.96013,                 0.9657,                0.84893,                 1.2544,                0.34717,                0.73305,                 1.2587,                0.29609,                0.73226,              0.0040105,              0.0040105,              0.0040105
                    124,                 0.5052,                0.23955,                0.79208,                 0.5201,                0.16079,                0.79564,                0.99256,                0.95488,                0.96513,                0.84931,                 1.2506,                0.34602,                0.72868,                 1.2527,                0.29407,                0.72792,               0.003961,               0.003961,               0.003961
                    125,                0.50896,                   0.24,                 0.7884,                 0.5189,                0.15804,                0.79136,                0.99273,                0.95972,                0.96544,                0.85129,                  1.247,                0.34579,                0.73074,                 1.2484,                0.29157,                0.73097,              0.0039115,              0.0039115,              0.0039115
                    126,                 0.5088,                0.24028,                0.79089,                0.52068,                0.15915,                0.79446,                0.99343,                0.96027,                0.96572,                0.85202,                  1.246,                0.34506,                0.72875,                 1.2463,                0.28982,                0.72861,               0.003862,               0.003862,               0.003862
                    127,                0.50604,                0.23848,                0.79278,                0.51648,                0.15755,                0.79625,                0.99378,                0.96085,                0.96542,                0.85246,                 1.2433,                0.34334,                0.72809,                 1.2458,                 0.2875,                0.72828,              0.0038125,              0.0038125,              0.0038125
                    128,                0.51056,                0.23988,                0.79105,                0.52238,                0.15932,                0.79439,                0.99414,                0.96165,                0.96569,                0.85209,                 1.2514,                0.34653,                0.72982,                 1.2513,                0.29087,                 0.7287,               0.003763,               0.003763,               0.003763
                    129,                0.50811,                0.23849,                0.79072,                0.52176,                0.15841,                0.79442,                0.99249,                0.95671,                0.96538,                0.84823,                  1.253,                0.34477,                0.73031,                 1.2558,                0.29433,                 0.7299,              0.0037135,              0.0037135,              0.0037135
                    130,                 0.5071,                0.23859,                0.79096,                0.51787,                0.15802,                0.79407,                 0.9925,                0.96061,                0.96547,                0.85219,                 1.2436,                0.34374,                0.72678,                  1.245,                0.28883,                0.72585,               0.003664,               0.003664,               0.003664
                    131,                0.50493,                0.23844,                0.79067,                0.51457,                0.15621,                0.79346,                0.99458,                0.95951,                0.96579,                0.85133,                 1.2447,                0.34196,                0.72599,                 1.2461,                0.28911,                0.72542,              0.0036145,              0.0036145,              0.0036145
                    132,                0.50285,                0.23666,                0.79003,                0.51321,                0.15594,                0.79275,                0.99232,                0.96045,                0.96564,                0.85081,                 1.2487,                0.34337,                0.72744,                 1.2494,                0.29067,                0.72609,               0.003565,               0.003565,               0.003565
                    133,                0.50069,                0.23558,                0.78855,                0.51072,                0.15388,                0.79171,                0.99483,                0.95892,                0.96573,                0.85342,                 1.2451,                0.34196,                0.72852,                 1.2446,                0.28769,                0.72821,              0.0035155,              0.0035155,              0.0035155
                    134,                0.51039,                0.23678,                0.79096,                0.51967,                0.15581,                 0.7942,                0.99368,                0.96128,                 0.9657,                0.85258,                 1.2441,                0.34285,                0.72779,                 1.2461,                0.28968,                 0.7277,               0.003466,               0.003466,               0.003466
                    135,                0.49757,                0.23553,                0.79106,                 0.5072,                 0.1541,                0.79422,                0.99414,                0.95964,                 0.9657,                0.85228,                 1.2429,                0.34105,                0.72641,                 1.2442,                0.28843,                0.72537,              0.0034165,              0.0034165,              0.0034165
                    136,                0.50048,                0.23593,                0.79009,                0.50897,                0.15432,                0.79313,                0.99331,                0.95836,                0.96569,                0.84758,                 1.2581,                0.34504,                0.73223,                 1.2606,                0.29392,                0.73048,               0.003367,               0.003367,               0.003367
                    137,                0.49503,                0.23387,                0.78999,                0.50567,                0.15458,                0.79275,                 0.9934,                0.96005,                0.96552,                0.85175,                 1.2457,                0.34156,                0.72732,                 1.2489,                0.28954,                0.72672,              0.0033175,              0.0033175,              0.0033175
                    138,                0.50235,                0.23426,                0.78864,                0.51256,                0.15586,                0.79202,                0.99148,                0.96037,                0.96567,                0.85017,                 1.2519,                0.34258,                0.72883,                 1.2538,                0.29277,                0.72868,               0.003268,               0.003268,               0.003268
                    139,                0.49378,                0.23252,                0.78934,                0.50376,                0.15491,                0.79252,                0.99371,                0.96037,                0.96573,                0.85218,                 1.2415,                0.34027,                0.72591,                  1.245,                0.28862,                0.72563,              0.0032185,              0.0032185,              0.0032185
                    140,                0.49361,                0.23361,                0.78822,                0.50399,                 0.1538,                0.79098,                0.99517,                0.96072,                0.96556,                0.84738,                  1.257,                0.34307,                0.73126,                 1.2585,                0.28983,                0.73087,               0.003169,               0.003169,               0.003169
                    141,                0.49732,                0.23179,                0.78817,                 0.5088,                0.15488,                0.79099,                0.99483,                0.95976,                0.96542,                0.85287,                 1.2458,                0.34238,                0.72826,                 1.2467,                0.28924,                0.72798,              0.0031195,              0.0031195,              0.0031195
                    142,                0.49667,                0.23078,                0.78804,                0.50742,                0.15307,                0.79141,                0.99353,                0.95884,                0.96568,                0.85206,                 1.2442,                 0.3403,                0.72698,                 1.2452,                0.28771,                0.72665,                0.00307,                0.00307,                0.00307
                    143,                0.50283,                0.23182,                0.78916,                  0.512,                0.15428,                0.79174,                0.99454,                0.96037,                0.96552,                0.85319,                 1.2417,                 0.3399,                0.72651,                 1.2429,                0.28842,                0.72597,              0.0030205,              0.0030205,              0.0030205
                    144,                0.49486,                0.23191,                0.78853,                 0.5035,                0.15217,                0.79126,                0.99291,                0.96029,                0.96567,                0.85275,                 1.2473,                 0.3411,                0.72666,                 1.2481,                0.28956,                 0.7257,               0.002971,               0.002971,               0.002971
                    145,                0.49629,                0.23148,                0.78737,                 0.5055,                0.15214,                0.79047,                0.99537,                 0.9598,                0.96574,                0.85303,                  1.245,                0.33952,                0.72612,                 1.2459,                0.28752,                0.72509,              0.0029215,              0.0029215,              0.0029215
                    146,                0.49669,                0.23119,                 0.7879,                0.50671,                0.15244,                0.79065,                0.99511,                0.95964,                0.96583,                0.85189,                 1.2457,                0.33988,                0.72708,                 1.2452,                0.28774,                 0.7264,               0.002872,               0.002872,               0.002872
                    147,                0.50197,                0.23144,                0.78704,                0.51411,                0.15689,                0.78989,                0.99269,                0.96031,                0.96592,                0.85307,                 1.2435,                0.33897,                0.72654,                 1.2432,                0.28983,                0.72542,              0.0028225,              0.0028225,              0.0028225
                    148,                0.49636,                0.23118,                0.78596,                0.50721,                0.15395,                0.78852,                 0.9916,                0.95824,                0.96592,                0.85246,                 1.2404,                0.33793,                0.72463,                 1.2438,                 0.2896,                0.72387,               0.002773,               0.002773,               0.002773
                    149,                0.49918,                0.23035,                0.78746,                0.50852,                0.15252,                0.79034,                0.99458,                0.95821,                0.96586,                0.85142,                 1.2422,                0.33802,                0.72527,                 1.2455,                0.28891,                0.72458,              0.0027235,              0.0027235,              0.0027235
                    150,                 0.4986,                0.22873,                 0.7882,                0.50817,                 0.1508,                0.79088,                0.99427,                0.96192,                0.96587,                 0.8542,                 1.2409,                0.33769,                0.72561,                 1.2427,                 0.2867,                0.72539,               0.002674,               0.002674,               0.002674
                    151,                0.48963,                0.22763,                0.78867,                 0.4982,                0.15043,                0.79118,                0.99469,                0.95964,                0.96573,                0.85332,                 1.2401,                0.33842,                0.72511,                 1.2398,                0.28831,                 0.7242,              0.0026245,              0.0026245,              0.0026245
                    152,                0.49244,                0.22701,                0.78754,                  0.501,                0.15026,                0.79031,                0.99335,                0.96102,                0.96594,                0.85318,                 1.2416,                0.33761,                0.72469,                 1.2422,                0.28743,                0.72409,               0.002575,               0.002575,               0.002575
                    153,                0.49105,                0.22727,                0.78688,                0.50051,                 0.1487,                0.78961,                0.99521,                0.96157,                0.96582,                0.85353,                 1.2425,                0.33784,                0.72619,                 1.2435,                0.28595,                0.72575,              0.0025255,              0.0025255,              0.0025255
                    154,                0.49204,                0.22716,                0.78767,                0.50107,                0.15134,                0.79017,                0.99452,                0.96189,                0.96599,                0.85359,                 1.2381,                0.33669,                0.72389,                  1.239,                0.28388,                0.72299,               0.002476,               0.002476,               0.002476
                    155,                0.48906,                0.22702,                 0.7857,                 0.4984,                0.15059,                0.78869,                0.99393,                0.96029,                0.96603,                0.85359,                 1.2405,                0.33696,                0.72753,                 1.2409,                0.28456,                0.72635,              0.0024265,              0.0024265,              0.0024265
                    156,                0.49271,                0.22664,                0.78687,                0.50334,                0.14951,                0.78955,                0.99576,                0.96248,                 0.9659,                0.85254,                 1.2431,                0.33668,                0.72606,                 1.2435,                0.28233,                0.72493,               0.002377,               0.002377,               0.002377
                    157,                0.49599,                0.22669,                0.78532,                0.50624,                0.15117,                0.78799,                0.99558,                0.96049,                0.96588,                0.85533,                 1.2368,                0.33631,                0.72406,                 1.2375,                0.28336,                0.72293,              0.0023275,              0.0023275,              0.0023275
                    158,                0.49437,                0.22633,                0.78488,                0.50381,                0.15045,                0.78773,                0.99459,                0.96034,                0.96594,                0.85213,                 1.2426,                0.33693,                0.72388,                 1.2445,                0.28629,                0.72306,               0.002278,               0.002278,               0.002278
                    159,                0.48695,                0.22347,                0.78762,                0.49559,                0.14988,                0.78962,                0.99385,                  0.961,                0.96597,                0.85378,                 1.2422,                0.33703,                0.72531,                 1.2426,                0.28734,                0.72426,              0.0022285,              0.0022285,              0.0022285
                    160,                0.49307,                0.22591,                0.78498,                0.50328,                 0.1513,                0.78723,                0.99434,                 0.9594,                0.96598,                0.85485,                  1.238,                0.33539,                0.72356,                 1.2388,                0.28715,                0.72275,               0.002179,               0.002179,               0.002179
                    161,                0.48458,                0.22324,                0.78562,                 0.4942,                0.15011,                0.78853,                0.99237,                0.95964,                0.96582,                0.85483,                 1.2377,                0.33605,                0.72407,                 1.2394,                0.28745,                0.72338,              0.0021295,              0.0021295,              0.0021295
                    162,                0.48711,                0.22303,                0.78507,                 0.4974,                0.15015,                0.78757,                0.99458,                0.95948,                0.96588,                0.85342,                 1.2396,                 0.3346,                0.72306,                 1.2408,                0.28835,                0.72202,                0.00208,                0.00208,                0.00208
                    163,                0.48368,                 0.2216,                0.78507,                0.49328,                0.14689,                0.78819,                 0.9953,                0.95996,                0.96562,                0.85351,                 1.2403,                0.33631,                0.72483,                 1.2407,                0.28643,                 0.7238,              0.0020305,              0.0020305,              0.0020305
                    164,                0.48581,                 0.2231,                0.78263,                0.49462,                0.14854,                  0.785,                0.99509,                0.96109,                0.96573,                0.85458,                 1.2362,                0.33529,                0.72293,                 1.2376,                0.28575,                0.72219,               0.001981,               0.001981,               0.001981
                    165,                0.48906,                0.22323,                0.78261,                0.49725,                0.14749,                0.78566,                0.99567,                 0.9613,                0.96589,                0.85266,                 1.2439,                0.33545,                0.72562,                 1.2446,                0.28601,                0.72496,              0.0019315,              0.0019315,              0.0019315
                    166,                0.47553,                0.21943,                 0.7852,                0.48488,                0.14608,                0.78781,                0.99399,                0.96101,                 0.9659,                0.85702,                 1.2371,                0.33415,                 0.7227,                 1.2374,                0.28568,                0.72202,               0.001882,               0.001882,               0.001882
                    167,                0.48856,                0.22243,                0.78453,                 0.4968,                 0.1474,                0.78721,                0.99517,                0.96051,                0.96591,                0.85493,                 1.2381,                0.33381,                0.72351,                  1.239,                0.28509,                0.72215,              0.0018325,              0.0018325,              0.0018325
                    168,                0.49274,                0.22321,                 0.7859,                0.50136,                0.14957,                0.78874,                  0.996,                0.96156,                0.96591,                0.85434,                 1.2396,                 0.3342,                0.72383,                 1.2423,                0.28524,                0.72286,               0.001783,               0.001783,               0.001783
                    169,                0.48282,                0.22111,                0.78456,                0.49071,                0.14721,                0.78737,                0.99522,                0.96165,                0.96586,                0.85454,                 1.2409,                0.33406,                0.72361,                 1.2422,                0.28658,                0.72285,              0.0017335,              0.0017335,              0.0017335
                    170,                0.48283,                0.22011,                0.78469,                0.49162,                0.14621,                0.78723,                0.99508,                0.96181,                0.96588,                0.85352,                 1.2421,                  0.334,                0.72478,                 1.2436,                0.28678,                0.72378,               0.001684,               0.001684,               0.001684
                    171,                0.48638,                0.22001,                0.78518,                0.49539,                0.14694,                0.78751,                0.99473,                0.96037,                0.96584,                0.85557,                 1.2386,                0.33304,                0.72369,                 1.2397,                0.28738,                0.72285,              0.0016345,              0.0016345,              0.0016345
                    172,                0.48467,                0.22038,                0.78523,                0.49314,                0.14659,                0.78749,                0.99526,                 0.9612,                0.96586,                0.85308,                 1.2402,                0.33564,                0.72388,                 1.2433,                0.28488,                0.72321,               0.001585,               0.001585,               0.001585
                    173,                0.48379,                0.21952,                0.78465,                 0.4925,                0.14565,                0.78718,                  0.996,                0.96091,                0.96594,                0.85514,                 1.2391,                0.33422,                0.72292,                 1.2398,                0.28521,                0.72231,              0.0015355,              0.0015355,              0.0015355
                    174,                0.48493,                0.22039,                0.78616,                0.49306,                0.14764,                0.78868,                0.99501,                0.96131,                0.96598,                0.85394,                 1.2415,                0.33429,                0.72389,                 1.2422,                0.28441,                0.72342,               0.001486,               0.001486,               0.001486
                    175,                0.48652,                0.21877,                0.78365,                  0.495,                0.14586,                0.78567,                0.99474,                0.96077,                0.96577,                0.85386,                 1.2404,                0.33417,                0.72382,                 1.2418,                0.28482,                0.72322,              0.0014365,              0.0014365,              0.0014365
                    176,                0.48776,                0.22027,                0.78773,                0.49687,                0.14772,                0.79038,                0.99551,                0.96053,                0.96566,                0.85467,                 1.2384,                0.33299,                0.72328,                 1.2394,                0.28497,                0.72253,               0.001387,               0.001387,               0.001387
                    177,                 0.4836,                0.21752,                0.78447,                0.49235,                0.14629,                0.78696,                0.99426,                0.96165,                0.96571,                0.85421,                 1.2381,                0.33249,                0.72282,                 1.2387,                0.28479,                0.72183,              0.0013375,              0.0013375,              0.0013375
                    178,                0.47752,                0.21787,                0.78312,                0.48533,                0.14446,                0.78546,                0.99575,                0.96099,                0.96599,                0.85458,                 1.2382,                0.33284,                0.72251,                 1.2394,                0.28543,                0.72156,               0.001288,               0.001288,               0.001288
                    179,                0.47785,                0.21609,                 0.7838,                0.48664,                0.14468,                0.78627,                0.99542,                0.95997,                0.96582,                0.85264,                 1.2418,                 0.3331,                0.72332,                 1.2429,                0.28699,                0.72266,              0.0012385,              0.0012385,              0.0012385
                    180,                0.48033,                0.21666,                0.78334,                 0.4883,                 0.1453,                0.78537,                0.99509,                0.96104,                0.96556,                0.85183,                 1.2416,                0.33303,                0.72351,                 1.2433,                0.28653,                0.72274,               0.001189,               0.001189,               0.001189
                    181,                0.47896,                0.21561,                0.78389,                0.48685,                0.14522,                 0.7866,                0.99584,                0.96119,                 0.9658,                0.85498,                 1.2388,                0.33234,                0.72184,                 1.2393,                 0.2845,                0.72113,              0.0011395,              0.0011395,              0.0011395
                    182,                0.48526,                0.21651,                0.78309,                 0.4931,                0.14448,                0.78548,                0.99542,                0.96148,                0.96593,                0.85592,                 1.2352,                0.33096,                0.72279,                 1.2374,                0.28279,                0.72248,                0.00109,                0.00109,                0.00109
                    183,                0.48183,                0.21636,                 0.7826,                0.48958,                0.14468,                 0.7851,                0.99487,                0.96157,                0.96581,                0.85469,                 1.2399,                 0.3319,                0.72369,                 1.2402,                 0.2838,                0.72283,              0.0010405,              0.0010405,              0.0010405
                    184,                0.47869,                0.21449,                0.78312,                0.48716,                0.14505,                0.78514,                0.99517,                0.96143,                0.96573,                 0.8536,                 1.2387,                0.33203,                0.72234,                 1.2398,                0.28424,                0.72178,               0.000991,               0.000991,               0.000991
                    185,                0.48626,                0.21693,                0.78359,                0.49365,                0.14555,                0.78598,                0.99503,                0.96157,                0.96546,                0.85389,                 1.2413,                0.33262,                0.72301,                 1.2409,                 0.2851,                0.72221,              0.0009415,              0.0009415,              0.0009415
                    186,                0.48074,                0.21684,                0.78209,                0.48859,                0.14457,                0.78488,                0.99294,                0.96077,                0.96553,                0.85374,                 1.2403,                0.33273,                0.72342,                 1.2416,                0.28629,                0.72325,               0.000892,               0.000892,               0.000892
                    187,                0.47696,                0.21429,                0.78295,                0.48417,                 0.1438,                 0.7855,                0.99476,                0.96187,                0.96554,                0.85651,                 1.2358,                0.33115,                 0.7217,                  1.235,                0.28381,                0.72074,              0.0008425,              0.0008425,              0.0008425
                    188,                0.47819,                0.21486,                0.78352,                0.48536,                0.14436,                0.78555,                0.99534,                0.96097,                0.96551,                0.85617,                 1.2367,                0.33099,                0.72196,                  1.236,                0.28547,                0.72114,               0.000793,               0.000793,               0.000793
                    189,                0.47798,                 0.2144,                0.78164,                0.48541,                0.14407,                0.78361,                0.99446,                0.96085,                0.96544,                0.85532,                 1.2383,                0.33179,                0.72308,                 1.2374,                0.28507,                0.72243,              0.0007435,              0.0007435,              0.0007435
                    190,                0.47138,                0.21184,                0.78378,                0.47908,                0.14247,                0.78591,                0.99542,                0.96065,                0.96586,                0.85576,                 1.2377,                0.33162,                0.72319,                 1.2376,                0.28396,                0.72271,               0.000694,               0.000694,               0.000694
                    191,                 0.5393,                0.23391,                0.77658,                0.54482,                0.15331,                0.77807,                0.99539,                0.96125,                0.96562,                0.86141,                 1.2245,                0.33255,                0.72114,                 1.2251,                0.28269,                0.72043,              0.0006445,              0.0006445,              0.0006445
                    192,                0.53608,                0.22676,                0.77212,                 0.5428,                0.14982,                0.77348,                0.99396,                0.96077,                 0.9657,                0.86255,                 1.2236,                0.33504,                0.72175,                 1.2241,                0.28334,                0.72109,               0.000595,               0.000595,               0.000595
                    193,                0.53347,                0.22385,                0.77639,                0.53932,                0.14855,                0.77829,                0.99404,                0.96077,                0.96571,                0.86174,                 1.2232,                0.33338,                0.72211,                 1.2243,                0.28256,                0.72159,              0.0005455,              0.0005455,              0.0005455
                    194,                0.53478,                0.22445,                0.77094,                0.54003,                0.14887,                0.77293,                0.99625,                0.96204,                 0.9659,                0.86284,                 1.2206,                0.33217,                0.72134,                 1.2216,                0.27974,                0.72022,               0.000496,               0.000496,               0.000496
                    195,                  0.531,                0.22387,                0.77252,                0.53585,                0.14798,                0.77389,                 0.9955,                0.96131,                0.96594,                0.86391,                 1.2194,                0.33199,                0.72095,                 1.2191,                0.27996,                0.72016,              0.0004465,              0.0004465,              0.0004465
                    196,                0.53005,                0.22213,                0.77068,                0.53445,                0.14586,                0.77206,                0.99559,                0.96141,                0.96581,                0.86323,                 1.2199,                0.33108,                0.72062,                  1.221,                 0.2798,                0.72005,               0.000397,               0.000397,               0.000397
                    197,                0.53236,                0.22132,                0.77344,                0.53691,                  0.147,                0.77485,                0.99449,                0.96109,                0.96596,                0.86264,                 1.2208,                0.33032,                0.72116,                 1.2222,                0.28127,                 0.7207,              0.0003475,              0.0003475,              0.0003475
                    198,                0.52817,                0.21993,                0.77132,                0.53226,                0.14617,                0.77266,                0.99484,                0.96057,                0.96583,                0.86286,                 1.2198,                0.33105,                0.72084,                 1.2215,                0.28089,                0.72021,               0.000298,               0.000298,               0.000298
                    199,                0.53524,                0.22045,                0.76993,                0.53904,                0.14757,                0.77245,                0.99423,                0.96101,                 0.9657,                0.86264,                 1.2194,                0.33023,                0.72028,                 1.2201,                0.27975,                0.71959,              0.0002485,              0.0002485,              0.0002485
                    200,                0.52759,                0.21852,                0.77255,                0.53097,                0.14507,                 0.7742,                 0.9947,                0.96133,                0.96577,                 0.8621,                 1.2205,                0.33024,                0.72057,                 1.2215,                0.27973,                0.71971,               0.000199,               0.000199,               0.000199
