                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.40846,                0.24555,                0.80833,                0.41192,                 0.1438,                 0.8123,                0.99642,                0.98919,                0.99493,                0.87859,                0.56237,                0.26998,                0.82012,                0.50693,                 0.1608,                0.81611,               0.037789,               0.006789,               0.006789
                     15,                0.40111,                0.23462,                0.79551,                0.41551,                 0.1447,                0.79844,                0.99821,                0.98816,                0.99496,                0.87358,                0.49046,                  0.229,                0.81247,                0.52528,                0.16679,                 0.8139,               0.033272,              0.0072718,              0.0072718
                     16,                0.37917,                 0.2219,                0.80496,                0.40521,                0.13653,                0.80916,                 0.9947,                0.99112,                0.99498,                0.87423,                0.55771,                0.26496,                0.81868,                0.52022,                 0.1655,                0.81808,               0.028753,              0.0077534,              0.0077534
                     17,                0.37585,                0.22451,                0.79536,                0.40352,                0.14227,                0.79977,                0.99642,                0.98751,                0.99491,                0.89622,                0.47841,                0.22873,                0.81139,                0.44944,                0.15088,                0.80922,               0.024234,              0.0082337,              0.0082337
                     18,                0.38433,                0.22598,                0.80094,                0.39862,                0.13834,                0.80463,                0.99288,                 0.9913,                0.99495,                0.85446,                 0.5826,                0.28433,                0.82153,                0.58003,                0.18008,                0.82649,               0.019713,              0.0087128,              0.0087128
                     19,                0.39534,                0.22722,                 0.8056,                0.42411,                0.14001,                0.81186,                 0.9951,                0.98757,                0.99489,                0.90088,                0.43005,                0.20349,                0.80791,                0.43951,                 0.1491,                0.80776,               0.015191,              0.0091906,              0.0091906
                     20,                0.39968,                0.23034,                0.80567,                0.41334,                0.15006,                 0.8116,                0.99821,                0.99227,                0.99498,                0.80472,                0.72101,                0.25912,                0.83378,                0.75902,                0.21631,                0.83962,               0.010667,              0.0096672,              0.0096672
                     21,                0.40594,                0.22908,                    0.8,                 0.4155,                 0.1379,                0.80206,                0.99948,                0.98757,                0.99493,                0.91341,                0.42049,                 0.2074,                 0.8097,                0.40181,                0.13632,                0.80929,              0.0097525,              0.0097525,              0.0097525
                     22,                 0.3878,                0.21991,                0.80405,                0.40338,                0.13644,                0.80744,                0.99821,                0.98882,                0.99495,                0.84429,                0.56766,                0.23437,                 0.8254,                0.62386,                0.18807,                0.83158,              0.0097525,              0.0097525,              0.0097525
                     23,                0.39715,                0.21364,                0.79447,                0.41043,                0.13723,                 0.7982,                0.99821,                0.99191,                  0.995,                0.91038,                0.37698,                0.17464,                0.81061,                0.39985,                0.13202,                 0.8133,              0.0097401,              0.0097401,              0.0097401
                     24,                0.40527,                0.21154,                0.79851,                0.41603,                0.13644,                 0.8032,                0.99467,                0.99362,                0.99498,                0.82625,                0.62036,                0.24487,                0.82856,                 0.6724,                0.19226,                0.83454,              0.0097278,              0.0097278,              0.0097278
                     25,                0.40021,                0.21286,                0.80511,                0.42375,                0.14063,                0.81027,                0.99946,                 0.9929,                  0.995,                0.91379,                0.38482,                0.18511,                0.81142,                0.39198,                0.13571,                 0.8148,              0.0097154,              0.0097154,              0.0097154
                     26,                0.39889,                0.20905,                0.79903,                0.42382,                0.14268,                0.80237,                0.99287,                0.98969,                0.99491,                0.83291,                0.64865,                0.23238,                0.83233,                0.63816,                0.18939,                0.83125,               0.009703,               0.009703,               0.009703
                     27,                 0.3911,                0.20626,                0.79938,                0.40578,                0.13614,                0.80413,                0.99428,                0.99112,                0.99493,                0.91177,                0.39529,                0.20012,                0.81777,                 0.3882,                0.14355,                0.82574,              0.0096906,              0.0096906,              0.0096906
                     28,                0.39803,                0.21513,                0.80892,                0.42137,                0.14617,                0.81442,                0.99072,                0.98934,                0.99484,                0.83046,                0.64234,                0.24834,                0.83894,                0.64918,                 0.1949,                0.84154,              0.0096783,              0.0096783,              0.0096783
                     29,                0.40097,                0.21748,                0.80039,                0.42382,                0.14164,                0.80548,                0.99043,                 0.9929,                0.99477,                0.89418,                0.48549,                0.22039,                0.83006,                0.46251,                0.16845,                0.83564,              0.0096659,              0.0096659,              0.0096659
                     30,                0.39666,                0.21559,                0.80082,                0.41024,                0.13838,                0.80528,                0.99466,                 0.9933,                0.99489,                0.82753,                0.66914,                0.23602,                0.83896,                0.65497,                  0.195,                 0.8404,              0.0096535,              0.0096535,              0.0096535
                     31,                0.39367,                0.21011,                0.80213,                0.41185,                0.13921,                0.80626,                0.99427,                0.99112,                0.99489,                0.90602,                0.41501,                0.19336,                0.81401,                0.40685,                0.14153,                0.81784,              0.0096411,              0.0096411,              0.0096411
                     32,                0.38437,                0.20307,                0.80167,                0.40944,                0.13883,                0.80751,                0.99923,                 0.9929,                  0.995,                0.80956,                0.68459,                0.24572,                0.83659,                0.74278,                0.21097,                0.84392,              0.0096288,              0.0096288,              0.0096288
                     33,                0.39576,                0.20852,                0.81243,                0.43805,                0.14516,                0.81801,                0.99642,                0.98915,                0.99493,                 0.9117,                0.40799,                0.18822,                 0.8097,                0.38687,                0.13333,                0.81313,              0.0096164,              0.0096164,              0.0096164
                     34,                0.38349,                0.20896,                0.80485,                0.40612,                0.13556,                0.80969,                      1,                0.99059,                  0.995,                0.83181,                0.64316,                0.23658,                0.83041,                0.64591,                0.19008,                0.83343,               0.009604,               0.009604,               0.009604
                     35,                0.39061,                0.20443,                0.80014,                0.39998,                0.13198,                0.80345,                0.99372,                 0.9929,                0.99496,                0.89992,                0.42868,                0.19027,                0.80989,                0.42993,                0.14227,                0.81445,              0.0095916,              0.0095916,              0.0095916
                     36,                0.38887,                0.20042,                0.79729,                0.40405,                0.13348,                0.80122,                0.99822,                0.99437,                0.99498,                0.82064,                0.69176,                0.25825,                0.83254,                0.69265,                0.20108,                0.83873,              0.0095793,              0.0095793,              0.0095793
                     37,                0.38635,                0.19936,                0.79845,                0.39966,                0.13746,                 0.8028,                0.98816,                0.98401,                0.99452,                0.90852,                0.41569,                0.18839,                0.80922,                0.40057,                0.15481,                0.81235,              0.0095669,              0.0095669,              0.0095669
                     38,                 0.3849,                0.20085,                0.79608,                0.39961,                0.14268,                0.80084,                0.98859,                 0.9929,                0.99484,                0.82106,                 0.6803,                0.23727,                0.83112,                0.70687,                0.22347,                0.83734,              0.0095545,              0.0095545,              0.0095545
                     39,                0.37138,                 0.1934,                0.78789,                0.39066,                0.13437,                0.79244,                0.99602,                0.98757,                0.99489,                0.91011,                0.40997,                0.17775,                0.80827,                0.39344,                0.13816,                0.81026,              0.0095421,              0.0095421,              0.0095421
                     40,                0.38478,                0.19995,                0.80189,                0.40136,                0.13106,                0.80766,                      1,                0.99266,                  0.995,                0.85893,                0.61873,                0.23061,                 0.8241,                0.56804,                0.17137,                0.82391,              0.0095298,              0.0095298,              0.0095298
                     41,                  0.377,                0.19964,                0.79602,                0.40028,                0.13533,                0.80182,                0.99104,                0.98224,                0.99479,                0.91571,                0.38919,                 0.1749,                0.80634,                0.38518,                 0.1418,                0.80768,              0.0095174,              0.0095174,              0.0095174
                     42,                0.37767,                0.19505,                0.79692,                0.39651,                0.13111,                0.80064,                0.99114,                0.98757,                0.99482,                0.81054,                0.68617,                0.24247,                0.82989,                0.74921,                0.22278,                0.83802,               0.009505,               0.009505,               0.009505
                     43,                0.38502,                0.19798,                0.80002,                0.40311,                0.13225,                0.80487,                0.99459,                0.97918,                0.99472,                0.89651,                0.42413,                  0.179,                0.81175,                0.44268,                0.15217,                0.81452,              0.0094926,              0.0094926,              0.0094926
                     44,                0.38478,                0.20285,                0.79774,                0.40609,                 0.1362,                0.80112,                0.99691,                0.98579,                0.99486,                  0.836,                0.62307,                0.22773,                0.82274,                0.65578,                0.19319,                0.82736,              0.0094803,              0.0094803,              0.0094803
                     45,                0.37488,                0.19721,                 0.7929,                0.39518,                0.12711,                0.79895,                      1,                 0.9875,                0.99498,                0.90418,                0.40959,                0.18131,                0.81039,                0.42211,                0.13991,                0.81398,              0.0094679,              0.0094679,              0.0094679
                     46,                0.38071,                 0.2001,                  0.799,                   0.41,                0.14354,                0.80525,                0.98582,                0.98809,                0.99472,                0.82325,                0.62338,                0.23569,                0.82495,                0.69341,                 0.2123,                0.83436,              0.0094555,              0.0094555,              0.0094555
                     47,                0.37376,                0.19841,                0.79901,                0.39459,                0.13197,                0.80361,                0.99288,                0.99096,                0.99491,                0.91142,                0.40474,                0.18606,                0.81031,                0.39464,                0.13438,                0.81274,              0.0094431,              0.0094431,              0.0094431
                     48,                0.36923,                0.20303,                0.80885,                0.40429,                  0.137,                0.81643,                0.98478,                0.98934,                0.99472,                0.83518,                 0.5578,                0.21817,                0.81812,                0.65355,                0.20581,                0.82925,              0.0094307,              0.0094307,              0.0094307
                     49,                 0.3666,                0.19517,                0.79655,                0.40011,                0.13734,                0.80285,                0.99284,                0.98515,                0.99467,                0.90484,                0.43068,                0.18577,                0.81247,                0.41032,                0.15135,                 0.8152,              0.0094184,              0.0094184,              0.0094184
                     50,                0.38078,                0.19957,                0.79808,                0.38885,                0.13394,                0.80273,                0.99526,                0.98579,                0.99486,                0.84182,                0.61077,                0.22038,                0.82865,                0.62701,                0.19473,                0.82794,               0.009406,               0.009406,               0.009406
                     51,                0.38307,                0.19816,                0.80856,                0.39616,                0.12839,                0.81354,                0.99171,                0.98401,                 0.9946,                0.90517,                0.42241,                 0.1809,                0.81599,                0.41094,                0.15185,                0.82147,              0.0093936,              0.0093936,              0.0093936
