                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.38367,                0.24635,                0.96496,                0.40991,                0.18994,                0.97508,                0.99131,                0.99357,                0.99437,                0.94337,                0.32818,                0.18598,                0.99405,                0.32831,                0.11992,                0.99354,               0.004654,               0.004654,               0.004654
                    111,                0.39223,                 0.2469,                0.96816,                0.41823,                0.19449,                0.97762,                0.99056,                0.99378,                0.99456,                0.94843,                0.31503,                0.17948,                0.97338,                0.31225,                0.11617,                0.97306,              0.0046045,              0.0046045,              0.0046045
                    112,                0.39336,                0.24862,                0.96679,                0.41931,                0.18652,                0.97706,                0.99131,                0.99367,                0.99348,                0.94713,                0.32178,                 0.1789,                0.98008,                0.32227,                0.12192,                0.97853,               0.004555,               0.004555,               0.004555
                    113,                0.38668,                0.24479,                0.96955,                0.41256,                0.18686,                0.98148,                0.93509,                0.95896,                0.98761,                0.91915,                0.37065,                0.35231,                 1.0122,                0.37468,                0.40273,                 1.0217,              0.0045055,              0.0045055,              0.0045055
                    114,                0.38101,                0.24437,                0.95991,                0.40785,                0.19397,                0.97236,                0.99518,                0.98881,                0.99436,                0.95018,                0.31935,                0.17489,                0.96258,                0.32002,                0.11639,                0.96703,               0.004456,               0.004456,               0.004456
                    115,                0.38973,                0.24604,                0.96312,                0.41513,                0.19293,                0.97358,                0.98803,                0.96766,                0.99151,                0.94168,                0.31246,                0.25937,                0.96911,                0.32163,                0.22755,                0.97814,              0.0044065,              0.0044065,              0.0044065
                    116,                 0.3817,                0.24176,                0.95783,                0.40651,                0.18811,                0.96721,                0.98613,                0.99502,                0.99429,                0.93759,                0.32751,                0.18648,                0.97823,                0.32601,                0.12839,                 0.9744,               0.004357,               0.004357,               0.004357
                    117,                0.38259,                0.24013,                0.95806,                0.40559,                  0.188,                 0.9676,                0.97666,                0.98885,                 0.9934,                0.93916,                0.32432,                0.18694,                0.98905,                0.33457,                0.14751,                0.99491,              0.0043075,              0.0043075,              0.0043075
                    118,                0.37819,                0.24297,                0.95521,                 0.4054,                0.18011,                0.96656,                0.98515,                0.99047,                0.99352,                0.94234,                0.32312,                0.18694,                0.98655,                0.32513,                0.12758,                0.98839,               0.004258,               0.004258,               0.004258
                    119,                0.37962,                0.23818,                0.95554,                0.40261,                0.18121,                0.96587,                0.99269,                0.98756,                0.99434,                0.94405,                0.31295,                0.18707,                0.96672,                0.32183,                0.12413,                0.97404,              0.0042085,              0.0042085,              0.0042085
                    120,                0.38116,                 0.2414,                0.96089,                0.40738,                0.18152,                0.97128,                 0.9852,                0.99359,                0.99407,                0.93968,                0.34156,                0.19136,                0.97709,                0.34679,                0.13834,                0.97841,               0.004159,               0.004159,               0.004159
                    121,                0.37515,                0.23711,                0.95043,                0.39962,                0.17453,                0.96032,                0.99255,                0.99369,                0.99435,                0.94634,                0.31277,                 0.1868,                0.97074,                0.31523,                0.12322,                0.96919,              0.0041095,              0.0041095,              0.0041095
                    122,                  0.374,                0.24139,                0.95302,                0.40048,                0.18008,                0.96171,                 0.9901,                0.99491,                0.99427,                0.94111,                0.32152,                0.18563,                0.98672,                0.32547,                0.12598,                 0.9901,                0.00406,                0.00406,                0.00406
                    123,                0.37648,                0.23903,                 0.9567,                0.39923,                0.17806,                0.96641,                0.98996,                0.99378,                0.99458,                0.94651,                0.30929,                0.18102,                0.97673,                0.30807,                0.12469,                0.98056,              0.0040105,              0.0040105,              0.0040105
                    124,                 0.3766,                0.23975,                0.95565,                0.40253,                0.17582,                0.96525,                0.97866,                0.99378,                0.99409,                0.93915,                0.32041,                0.18042,                0.98238,                 0.3259,                0.13667,                0.98778,               0.003961,               0.003961,               0.003961
                    125,                0.37698,                0.23886,                0.96041,                0.40298,                0.18038,                0.96882,                0.98637,                 0.9902,                0.99391,                0.94687,                0.31244,                0.18451,                 0.9789,                0.31166,                 0.1279,                0.98212,              0.0039115,              0.0039115,              0.0039115
                    126,                0.36891,                0.23678,                0.95019,                 0.3928,                0.17991,                 0.9587,                0.99004,                0.98864,                0.99374,                0.94821,                0.30696,                0.18008,                0.97152,                0.31117,                 0.1248,                0.97362,               0.003862,               0.003862,               0.003862
                    127,                0.36864,                 0.2345,                0.95153,                0.39219,                0.18074,                0.96073,                0.98733,                0.97388,                0.99326,                0.94488,                0.30446,                0.17499,                 0.9709,                0.30449,                0.14533,                0.97074,              0.0038125,              0.0038125,              0.0038125
                    128,                0.37265,                0.23554,                0.95466,                0.39693,                0.17934,                0.96472,                0.98272,                0.99013,                0.99353,                0.94794,                0.30851,                0.17919,                 0.9618,                0.30405,                0.12291,                0.96085,               0.003763,               0.003763,               0.003763
                    129,                 0.3709,                0.23404,                0.94924,                 0.3938,                0.18211,                0.95849,                0.98514,                0.98917,                0.99422,                0.94935,                0.31741,                0.18093,                0.96676,                0.31404,                 0.1227,                0.96692,              0.0037135,              0.0037135,              0.0037135
                    130,                0.36698,                0.23479,                0.94917,                0.38899,                0.17707,                0.95855,                0.97898,                0.98457,                 0.9938,                 0.9401,                0.33934,                0.18594,                0.96995,                0.33871,                0.14158,                0.97182,               0.003664,               0.003664,               0.003664
                    131,                0.36549,                0.23525,                0.94863,                0.38772,                0.18396,                0.95916,                0.98808,                0.98756,                0.99428,                0.94778,                 0.3182,                0.17511,                0.96982,                0.31738,                0.12261,                0.97067,              0.0036145,              0.0036145,              0.0036145
                    132,                0.36723,                0.23286,                0.95125,                0.38892,                0.17533,                0.96001,                0.99385,                0.98632,                0.99432,                0.94873,                0.30261,                 0.1834,                0.96757,                0.30463,                0.12408,                0.97028,               0.003565,               0.003565,               0.003565
                    133,                 0.3659,                0.22974,                0.94813,                0.38978,                0.17521,                0.95809,                0.98742,                0.99129,                0.99446,                0.94426,                0.30154,                0.17574,                0.96964,                 0.3075,                0.12594,                0.97326,              0.0035155,              0.0035155,              0.0035155
                    134,                0.36541,                 0.2349,                0.94764,                0.39052,                0.18233,                0.95825,                0.98856,                0.99005,                0.99416,                0.94141,                0.30892,                0.17076,                0.97607,                0.31985,                0.13016,                0.98005,               0.003466,               0.003466,               0.003466
                    135,                0.36575,                0.23593,                0.94676,                0.39003,                0.18009,                 0.9544,                0.99323,                0.98881,                0.99453,                 0.9462,                0.29634,                0.16749,                0.96216,                0.30336,                0.11888,                0.96636,              0.0034165,              0.0034165,              0.0034165
                    136,                0.36108,                0.23096,                0.94892,                0.38388,                0.17615,                0.95663,                0.99372,                0.98413,                0.99426,                0.95001,                0.27999,                0.16068,                0.94025,                0.28467,                0.12445,                0.94397,               0.003367,               0.003367,               0.003367
                    137,                0.35724,                0.23028,                0.94562,                0.38258,                0.17196,                0.95509,                0.99182,                0.99005,                0.99459,                0.95194,                0.28369,                0.16278,                0.95005,                0.28959,                0.11439,                0.95514,              0.0033175,              0.0033175,              0.0033175
                    138,                0.35501,                0.22876,                0.94604,                0.37747,                0.16816,                0.95511,                0.98508,                0.99378,                0.99427,                0.95271,                0.28503,                 0.1631,                0.95923,                0.28714,                0.12047,                0.96055,               0.003268,               0.003268,               0.003268
                    139,                 0.3549,                0.23286,                0.94097,                0.37884,                0.17354,                0.95017,                0.98881,                0.98921,                0.99443,                0.95013,                0.29239,                0.16784,                0.96546,                0.29672,                0.11781,                0.96822,              0.0032185,              0.0032185,              0.0032185
                    140,                0.35681,                0.22965,                0.93847,                0.37988,                0.16784,                0.94888,                0.98634,                0.98803,                0.99339,                0.94966,                0.28896,                0.16675,                0.95968,                0.28829,                0.12132,                0.95911,               0.003169,               0.003169,               0.003169
                    141,                0.35062,                0.22389,                0.93496,                0.36966,                0.16395,                0.94361,                0.99487,                0.98881,                0.99346,                0.95264,                0.29278,                0.16976,                0.96036,                0.29191,                0.11113,                0.96282,              0.0031195,              0.0031195,              0.0031195
                    142,                0.34928,                 0.2239,                0.93856,                0.37041,                0.16443,                0.94619,                0.99374,                0.99378,                0.99471,                0.95234,                0.28883,                0.16689,                0.95524,                0.28982,                0.10989,                0.95716,                0.00307,                0.00307,                0.00307
                    143,                0.34538,                0.22207,                0.93707,                0.36653,                0.16085,                 0.9444,                0.99345,                0.99254,                 0.9935,                0.95078,                 0.2862,                0.16669,                0.95274,                0.28405,                0.11373,                0.95341,              0.0030205,              0.0030205,              0.0030205
                    144,                0.35014,                0.22124,                0.93958,                0.37045,                0.15945,                0.94676,                0.99008,                 0.9926,                 0.9943,                0.95157,                0.28994,                0.16735,                0.95306,                0.28299,                0.11338,                0.95135,               0.002971,               0.002971,               0.002971
                    145,                0.34581,                0.22491,                0.93916,                0.36924,                0.16549,                0.94607,                0.98643,                0.99476,                0.99293,                0.95505,                0.27455,                0.16223,                0.94122,                0.27676,                0.11365,                 0.9445,              0.0029215,              0.0029215,              0.0029215
                    146,                0.33925,                0.21722,                0.93016,                0.35848,                0.15371,                0.93808,                0.99443,                0.99378,                0.99402,                0.95248,                0.28067,                0.16807,                0.94728,                0.28019,                0.10418,                0.94722,               0.002872,               0.002872,               0.002872
                    147,                0.34663,                0.22226,                0.93867,                0.36438,                0.16252,                0.94573,                0.98886,                0.99378,                0.99409,                 0.9498,                0.28319,                0.15865,                0.95376,                0.28643,                0.11503,                0.95349,              0.0028225,              0.0028225,              0.0028225
                    148,                0.34558,                0.22305,                 0.9365,                0.36805,                0.16261,                 0.9443,                0.99316,                0.99378,                 0.9941,                0.94908,                 0.2833,                 0.1614,                0.95389,                0.29118,                0.11304,                0.95887,               0.002773,               0.002773,               0.002773
                    149,                0.34232,                0.22007,                0.93292,                 0.3628,                0.15778,                0.93944,                0.99502,                0.99376,                0.99396,                0.95207,                0.28324,                0.16033,                0.94941,                0.28891,                0.10769,                0.95546,              0.0027235,              0.0027235,              0.0027235
                    150,                0.33929,                0.22234,                0.93346,                0.35802,                0.15898,                0.94105,                0.99378,                0.99337,                0.99459,                  0.952,                0.28623,                0.16249,                0.94634,                0.29459,                0.10825,                0.95255,               0.002674,               0.002674,               0.002674
                    151,                0.34608,                0.21785,                0.93567,                0.36527,                 0.1572,                0.94296,                0.99131,                0.99364,                 0.9942,                0.95446,                0.28717,                0.16155,                0.94566,                0.29266,                0.11297,                 0.9491,              0.0026245,              0.0026245,              0.0026245
                    152,                0.33979,                 0.2213,                0.93355,                0.36065,                 0.1659,                0.94089,                0.98903,                0.99129,                0.99186,                0.95002,                0.28342,                0.15538,                0.95135,                0.29403,                0.11882,                0.95693,               0.002575,               0.002575,               0.002575
                    153,                0.34206,                0.21746,                0.93307,                 0.3638,                0.16063,                0.94094,                0.99379,                0.99456,                0.99369,                0.95438,                0.27902,                0.16316,                0.93937,                0.27804,                0.10514,                0.94088,              0.0025255,              0.0025255,              0.0025255
                    154,                0.33454,                0.21547,                0.92714,                0.35502,                0.15535,                0.93541,                0.99608,                0.99254,                 0.9946,                0.95477,                0.28555,                0.16386,                0.95306,                0.28664,                0.10962,                0.95359,               0.002476,               0.002476,               0.002476
                    155,                 0.3395,                0.22132,                 0.9316,                0.36261,                0.16372,                0.94011,                0.99255,                0.99453,                0.99395,                0.95266,                0.28523,                0.16269,                0.94237,                0.28923,                0.11621,                0.94486,              0.0024265,              0.0024265,              0.0024265
                    156,                0.33721,                0.21776,                0.92389,                0.35589,                0.15951,                0.93116,                 0.9948,                0.99378,                0.99339,                0.95463,                0.28272,                0.15867,                0.94078,                0.28724,                 0.1076,                0.94499,               0.002377,               0.002377,               0.002377
                    157,                 0.3365,                0.21684,                0.93229,                0.35723,                0.15446,                 0.9395,                0.99256,                0.99546,                0.99407,                0.95187,                0.29488,                0.16911,                 0.9428,                0.30962,                 0.1136,                0.94687,              0.0023275,              0.0023275,              0.0023275
                    158,                0.33098,                0.21472,                0.92486,                0.35124,                0.15357,                0.93118,                0.99378,                0.99416,                0.99417,                0.95301,                0.28666,                0.15688,                 0.9466,                 0.2983,                0.10914,                0.95124,               0.002278,               0.002278,               0.002278
                    159,                0.33681,                0.21575,                0.92863,                0.35769,                0.15561,                0.93634,                0.99378,                0.99351,                0.99441,                0.95619,                0.28719,                0.16037,                0.94683,                 0.2966,                0.10917,                0.95113,              0.0022285,              0.0022285,              0.0022285
                    160,                0.32991,                 0.2153,                0.92742,                0.34917,                0.15726,                0.93398,                 0.9956,                0.99627,                0.99422,                0.95547,                0.27899,                0.15705,                0.94078,                0.29748,                 0.1068,                0.94914,               0.002179,               0.002179,               0.002179
                    161,                0.33041,                0.21284,                0.92698,                0.34912,                 0.1543,                 0.9346,                0.99376,                0.98987,                0.99346,                0.95686,                0.27673,                0.15522,                0.93526,                 0.2896,                0.11291,                0.94152,              0.0021295,              0.0021295,              0.0021295
                    162,                0.33118,                0.21331,                0.92752,                0.34939,                0.15514,                0.93393,                0.99577,                0.99378,                0.99336,                0.95545,                0.27819,                0.15474,                0.93723,                 0.2941,                0.10874,                0.94631,                0.00208,                0.00208,                0.00208
                    163,                 0.3278,                0.21083,                0.92279,                0.34656,                0.15056,                0.92914,                0.99378,                0.99309,                0.99423,                0.95842,                0.27551,                0.15551,                0.93958,                0.29094,                0.11269,                0.94786,              0.0020305,              0.0020305,              0.0020305
                    164,                0.32645,                0.21141,                0.92236,                 0.3453,                0.15431,                0.92826,                0.99502,                 0.9943,                0.99382,                0.95855,                0.26564,                0.15747,                0.93139,                0.27027,                0.10576,                0.93478,               0.001981,               0.001981,               0.001981
                    165,                 0.3236,                0.20997,                0.92078,                0.34173,                0.15041,                0.92659,                0.99578,                0.99378,                0.99333,                0.95734,                0.26741,                0.15058,                0.92993,                0.27383,                0.10419,                0.93472,              0.0019315,              0.0019315,              0.0019315
                    166,                0.32306,                 0.2109,                0.92281,                0.34128,                0.15367,                0.92903,                0.99475,                0.99627,                0.99359,                0.96011,                0.26379,                0.14998,                0.92617,                0.27042,                0.09942,                0.93041,               0.001882,               0.001882,               0.001882
                    167,                0.31815,                0.20706,                0.91746,                0.33507,                0.14652,                0.92301,                0.99502,                0.99343,                 0.9929,                0.95924,                0.27303,                0.15128,                0.93319,                 0.2765,                0.10548,                0.93622,              0.0018325,              0.0018325,              0.0018325
                    168,                0.32156,                0.20945,                0.91664,                0.34061,                0.15217,                0.92219,                0.99605,                0.99254,                0.99318,                0.95869,                0.27316,                0.15093,                0.92893,                0.27715,                 0.1028,                0.93269,               0.001783,               0.001783,               0.001783
                    169,                0.31696,                0.20557,                0.91866,                0.33708,                0.14509,                0.92685,                0.99501,                0.99277,                0.99374,                0.95686,                 0.2705,                0.14937,                0.93148,                0.27439,                0.10502,                0.93422,              0.0017335,              0.0017335,              0.0017335
                    170,                0.31521,                0.20348,                 0.9174,                0.33344,                0.14189,                0.92572,                0.99344,                0.99378,                0.99369,                0.95798,                0.26923,                0.15075,                0.92985,                0.27449,                0.10374,                0.93245,               0.001684,               0.001684,               0.001684
                    171,                0.32671,                0.21277,                0.92614,                0.34693,                0.15579,                0.93497,                0.99331,                0.99502,                0.99301,                0.95834,                0.26979,                0.15294,                0.93565,                 0.2723,                 0.1037,                0.93694,              0.0016345,              0.0016345,              0.0016345
                    172,                0.31257,                0.19999,                0.91427,                0.33016,                0.13747,                0.92136,                0.99626,                0.99462,                0.99442,                0.95955,                0.27226,                 0.1555,                 0.9322,                0.27485,                0.10147,                0.93415,               0.001585,               0.001585,               0.001585
                    173,                0.31336,                0.20429,                0.91286,                0.32931,                0.14825,                0.91975,                0.99502,                0.99378,                0.99432,                0.95916,                0.27592,                0.15473,                0.93411,                0.27757,                0.10371,                0.93703,              0.0015355,              0.0015355,              0.0015355
                    174,                0.31603,                0.20531,                0.91529,                0.33287,                0.14835,                0.92171,                0.99625,                0.99137,                0.99452,                0.96035,                0.26561,                0.14978,                0.93122,                0.26625,                0.10191,                0.93369,               0.001486,               0.001486,               0.001486
                    175,                 0.3122,                0.19959,                0.91283,                0.33011,                0.14081,                0.91959,                0.99288,                0.99378,                0.99443,                 0.9613,                0.26714,                0.15147,                 0.9339,                0.26706,                0.10147,                0.93634,              0.0014365,              0.0014365,              0.0014365
                    176,                0.31124,                0.20158,                0.91558,                0.32755,                0.14343,                0.92099,                0.99555,                0.99378,                0.99439,                0.96076,                0.26287,                0.14696,                0.93456,                0.26481,                0.10035,                0.93793,               0.001387,               0.001387,               0.001387
                    177,                0.31267,                0.20242,                0.91769,                0.33286,                0.14539,                0.92336,                0.99342,                0.99378,                0.99443,                 0.9615,                0.25537,                0.14874,                0.92695,                0.25639,                0.10413,                0.92975,              0.0013375,              0.0013375,              0.0013375
                    178,                0.31048,                 0.2015,                0.91584,                0.32638,                0.14518,                0.92121,                0.99455,                0.99378,                 0.9942,                0.96025,                0.25609,                0.15076,                0.92809,                 0.2603,                0.09956,                0.93207,               0.001288,               0.001288,               0.001288
                    179,                0.30289,                0.19906,                0.91187,                0.31718,                0.14087,                0.91705,                0.99483,                0.99254,                0.99443,                0.96007,                0.25982,                0.15221,                0.93079,                0.26509,                 0.1021,                0.93427,              0.0012385,              0.0012385,              0.0012385
                    180,                0.31228,                0.20292,                0.91585,                0.32897,                0.14507,                0.92013,                0.99255,                0.99396,                 0.9941,                 0.9604,                0.26203,                0.15362,                0.92951,                0.26739,                0.10211,                0.93232,               0.001189,               0.001189,               0.001189
                    181,                0.30477,                0.19788,                0.91084,                0.32166,                0.14365,                0.91559,                0.99471,                0.99254,                0.99402,                0.95956,                0.26382,                0.15324,                0.92851,                 0.2684,                0.10203,                0.93151,              0.0011395,              0.0011395,              0.0011395
                    182,                0.30224,                0.19934,                0.90691,                0.31746,                0.14299,                 0.9118,                0.99227,                0.99502,                0.99412,                0.96067,                0.25751,                0.14781,                0.92355,                0.26153,                0.10158,                 0.9257,                0.00109,                0.00109,                0.00109
                    183,                0.30485,                0.19692,                0.91033,                0.31923,                0.14092,                0.91527,                0.99379,                0.99557,                0.99422,                 0.9626,                0.26104,                0.15203,                0.92244,                0.26362,                0.09865,                0.92228,              0.0010405,              0.0010405,              0.0010405
                    184,                0.30273,                0.19781,                0.90532,                0.31717,                0.14259,                0.91028,                0.99369,                0.99502,                0.99403,                0.96063,                0.26146,                0.15304,                0.92263,                0.26687,                0.10052,                 0.9233,               0.000991,               0.000991,               0.000991
                    185,                0.30649,                 0.1982,                0.91126,                0.32239,                0.13944,                0.91648,                0.99625,                0.99073,                0.99394,                0.96229,                0.25904,                0.15072,                0.92137,                0.26574,                0.10174,                0.92334,              0.0009415,              0.0009415,              0.0009415
                    186,                 0.3053,                0.19626,                0.91329,                0.31998,                  0.138,                0.91888,                0.99486,                0.99378,                0.99388,                 0.9605,                0.26163,                0.15247,                0.92463,                0.26849,                0.10292,                 0.9272,               0.000892,               0.000892,               0.000892
                    187,                0.29856,                 0.1945,                 0.9039,                0.31318,                0.13834,                0.90931,                0.99502,                0.99426,                0.99393,                0.96167,                0.26323,                0.15238,                0.92463,                0.26788,                0.10364,                0.92625,              0.0008425,              0.0008425,              0.0008425
                    188,                0.29956,                0.19202,                0.91284,                0.31307,                0.13344,                0.91729,                0.99378,                0.99627,                 0.9936,                0.96176,                0.26269,                0.15139,                0.92306,                0.26707,                0.10253,                0.92425,               0.000793,               0.000793,               0.000793
                    189,                0.29566,                0.19201,                0.90182,                0.30928,                0.13287,                 0.9065,                0.99502,                0.99389,                0.99415,                0.96235,                0.26771,                0.15258,                0.92359,                 0.2723,                0.10459,                 0.9242,              0.0007435,              0.0007435,              0.0007435
                    190,                0.29689,                0.19083,                 0.9026,                0.31201,                0.13136,                0.90767,                0.99118,                0.99502,                0.99402,                0.96247,                0.26176,                0.14962,                0.92336,                0.26409,                0.10588,                0.92298,               0.000694,               0.000694,               0.000694
                    191,                 0.2888,                 0.1709,                0.91169,                0.29443,                0.10961,                0.91318,                0.99256,                0.99609,                0.99435,                0.96594,                0.25161,                0.14963,                0.91583,                0.25266,                0.09816,                0.91468,              0.0006445,              0.0006445,              0.0006445
                    192,                0.27328,                0.16547,                0.90677,                0.27902,                0.10623,                0.90948,                0.99378,                0.99349,                0.99435,                0.96812,                0.25004,                0.15124,                0.90744,                0.25001,                0.09848,                0.90761,               0.000595,               0.000595,               0.000595
                    193,                0.26456,                0.16099,                0.89699,                0.26896,                0.10237,                0.89886,                0.99255,                0.99378,                0.99416,                0.97083,                0.24413,                0.14807,                0.89961,                0.24487,                0.09908,                0.89929,              0.0005455,              0.0005455,              0.0005455
                    194,                0.25683,                0.15991,                0.89042,                0.26121,                0.10742,                0.89204,                0.99158,                0.99129,                0.99417,                0.97044,                0.23831,                0.14529,                0.89455,                0.24009,                 0.1012,                0.89461,               0.000496,               0.000496,               0.000496
                    195,                0.25718,                0.15679,                0.89376,                0.26144,                0.09986,                 0.8959,                0.99255,                0.99368,                0.99422,                0.97281,                0.23428,                0.14657,                0.89081,                0.23744,                0.09701,                0.89199,              0.0004465,              0.0004465,              0.0004465
                    196,                 0.2522,                0.15571,                0.88912,                0.25677,                0.10306,                  0.891,                0.99459,                0.99502,                0.99422,                0.97131,                0.23484,                0.14539,                0.89079,                0.23932,                0.09741,                0.89191,               0.000397,               0.000397,               0.000397
                    197,                0.24643,                0.15115,                0.88356,                0.25144,                0.09613,                0.88631,                0.99379,                0.99507,                0.99414,                0.97423,                0.22841,                0.14215,                0.88631,                0.23356,                0.09665,                0.88734,              0.0003475,              0.0003475,              0.0003475
                    198,                 0.2454,                0.15207,                0.87767,                0.25005,                0.09925,                0.88028,                0.99255,                0.99374,                0.99379,                0.97412,                0.22582,                0.14197,                0.88441,                0.23081,                0.10214,                0.88568,               0.000298,               0.000298,               0.000298
                    199,                 0.2416,                0.15181,                0.88413,                0.24472,                0.09791,                0.88626,                0.99168,                0.99502,                0.99402,                0.97648,                0.22403,                0.14267,                 0.8829,                0.23014,                0.09984,                0.88479,              0.0002485,              0.0002485,              0.0002485
                    200,                0.24559,                0.15209,                0.88541,                0.24807,                0.09661,                0.88656,                0.98873,                0.99751,                0.99375,                0.97642,                0.21981,                0.14158,                0.88121,                0.22461,                0.09951,                0.88252,               0.000199,               0.000199,               0.000199
