                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                0.47421,                0.30285,                 1.0341,                0.50938,                0.24747,                 1.0509,                0.99377,                 0.9923,                0.99487,                0.92164,                0.38997,                0.21555,                 1.0357,                0.40402,                0.14112,                 1.0584,                0.00703,                0.00703,                0.00703
                     63,                0.47306,                0.29203,                 1.0284,                0.50538,                0.23342,                 1.0442,                  0.977,                0.98756,                  0.989,                0.92287,                0.36863,                0.21291,                 1.0065,                0.37626,                0.15735,                 1.0127,              0.0069805,              0.0069805,              0.0069805
                     64,                0.46328,                0.28926,                 1.0257,                0.49618,                0.23162,                 1.0414,                0.98029,                0.98965,                0.99457,                0.90937,                0.40139,                0.22332,                 1.0417,                0.42118,                0.15751,                 1.0536,               0.006931,               0.006931,               0.006931
                     65,                0.47168,                0.29129,                 1.0288,                0.50951,                0.24017,                 1.0443,                0.90519,                 0.8806,                0.96663,                0.79885,                0.66937,                0.40902,                 1.2894,                0.67419,                  0.455,                 1.3332,              0.0068815,              0.0068815,              0.0068815
                     66,                0.46577,                0.29106,                 1.0244,                0.49755,                0.23669,                 1.0378,                 0.9766,                0.98383,                0.99402,                0.90643,                0.40302,                0.21863,                 1.0472,                0.42649,                0.17176,                  1.064,               0.006832,               0.006832,               0.006832
                     67,                0.45709,                0.28856,                 1.0167,                0.49153,                0.23815,                 1.0346,                0.97007,                 0.9092,                0.98052,                0.81553,                0.66304,                0.40541,                 1.3054,                0.64064,                0.38435,                 1.3107,              0.0067825,              0.0067825,              0.0067825
                     68,                0.45684,                0.28546,                 1.0229,                0.49357,                0.23596,                 1.0386,                 0.9713,                0.99254,                0.99205,                0.91276,                0.38911,                0.21731,                 1.0173,                0.40373,                0.17667,                 1.0359,               0.006733,               0.006733,               0.006733
                     69,                0.45988,                0.29163,                 1.0134,                0.49749,                0.23381,                 1.0295,                0.97729,                0.97015,                0.99336,                0.89895,                0.43047,                0.25249,                 1.0419,                0.45923,                0.20747,                 1.0625,              0.0066835,              0.0066835,              0.0066835
                     70,                0.44742,                0.28349,                 1.0108,                0.48316,                0.23315,                 1.0273,                0.98154,                0.99177,                0.99384,                0.92464,                0.37848,                0.22019,                 1.0178,                0.37768,                0.15056,                 1.0187,               0.006634,               0.006634,               0.006634
                     71,                0.44764,                0.28614,                 1.0137,                0.48076,                0.23066,                 1.0292,                0.97678,                0.98383,                0.99378,                0.92433,                0.38407,                0.21876,                 1.0263,                0.38853,                0.15548,                 1.0397,              0.0065845,              0.0065845,              0.0065845
                     72,                0.44806,                0.27622,                 1.0107,                0.48799,                0.22501,                 1.0291,                0.97319,                0.97015,                0.99135,                0.85971,                0.54691,                0.33293,                 1.2177,                0.57332,                0.27093,                  1.268,               0.006535,               0.006535,               0.006535
                     73,                0.45133,                0.28321,                 1.0159,                0.49163,                0.23489,                  1.032,                0.97808,                0.98632,                0.99268,                0.90136,                0.42146,                0.22843,                 1.0478,                0.41014,                0.17396,                 1.0487,              0.0064855,              0.0064855,              0.0064855
                     74,                0.44506,                0.27772,                 1.0109,                0.48101,                0.22169,                 1.0244,                0.98164,                0.98756,                0.99353,                0.91555,                0.37364,                0.20683,                 1.0279,                0.37411,                0.14952,                 1.0302,               0.006436,               0.006436,               0.006436
                     75,                0.44261,                0.27859,                 1.0034,                0.47687,                0.21539,                 1.0223,                0.78907,                0.89803,                0.90743,                0.74941,                0.67048,                0.88341,                 1.3346,                0.68685,                0.84271,                 1.3554,              0.0063865,              0.0063865,              0.0063865
                     76,                0.44493,                0.27875,                 1.0044,                0.47752,                0.21468,                 1.0223,                0.98548,                0.98881,                0.99441,                0.91341,                0.41059,                0.27182,                 1.0421,                0.41196,                0.19963,                 1.0491,               0.006337,               0.006337,               0.006337
                     77,                0.43163,                0.27648,                 1.0016,                0.45983,                0.21701,                 1.0123,                0.98454,                0.99254,                0.99343,                0.89694,                0.44716,                0.25248,                 1.0819,                0.44781,                0.17364,                 1.0922,              0.0062875,              0.0062875,              0.0062875
                     78,                0.43966,                0.27456,                 1.0042,                0.47165,                0.21538,                 1.0211,                0.98466,                0.99378,                0.99354,                0.92491,                0.36296,                0.20191,                 1.0112,                0.36108,                0.13522,                 1.0134,               0.006238,               0.006238,               0.006238
                     79,                0.43383,                0.27074,                0.99978,                 0.4653,                0.20671,                  1.015,                0.97917,                0.99379,                0.99315,                0.92284,                0.37554,                0.20134,                 1.0229,                0.39632,                0.15075,                  1.034,              0.0061885,              0.0061885,              0.0061885
                     80,                0.43308,                0.27066,                0.99568,                0.46161,                0.21288,                 1.0123,                0.98154,                0.98632,                0.99206,                0.91602,                0.37382,                0.20955,                 1.0226,                0.38951,                 0.1646,                 1.0316,               0.006139,               0.006139,               0.006139
                     81,                 0.4316,                0.26762,                  0.999,                0.46355,                0.21235,                 1.0128,                0.98505,                0.98374,                0.99361,                0.91251,                0.41017,                0.26957,                 1.0482,                0.40057,                0.20236,                 1.0496,              0.0060895,              0.0060895,              0.0060895
                     82,                0.43199,                0.27229,                0.99509,                0.46392,                0.21009,                 1.0098,                0.98696,                0.99005,                0.99481,                0.93388,                0.37228,                0.21202,                 1.0043,                0.36013,                0.13586,                 1.0035,                0.00604,                0.00604,                0.00604
                     83,                0.43081,                0.27222,                 0.9978,                0.46138,                0.21122,                 1.0112,                0.99066,                0.99254,                0.99473,                0.92813,                0.39209,                0.21146,                 1.0322,                0.39117,                0.13527,                 1.0362,              0.0059905,              0.0059905,              0.0059905
                     84,                0.42632,                0.26948,                  0.994,                0.45508,                 0.2105,                  1.008,                0.98945,                0.99378,                0.99415,                0.92943,                0.36437,                0.20015,                 1.0045,                0.37139,                0.13649,                 1.0091,               0.005941,               0.005941,               0.005941
                     85,                0.42953,                0.26688,                0.99668,                0.45404,                0.20322,                 1.0101,                0.97903,                0.98708,                0.99248,                0.91292,                0.38946,                0.21237,                 1.0259,                0.39834,                0.16246,                 1.0274,              0.0058915,              0.0058915,              0.0058915
                     86,                0.41728,                0.26648,                0.98662,                0.44747,                0.20414,                0.99931,                0.95628,                0.93159,                0.97604,                 0.8591,                 0.5255,                0.56028,                 1.1598,                0.52296,                0.64307,                  1.173,               0.005842,               0.005842,               0.005842
                     87,                0.42336,                0.26549,                0.98862,                0.45008,                0.20558,                 1.0019,                0.90632,                0.86567,                 0.9594,                0.85618,                 0.5031,                0.58076,                 1.1679,                0.46079,                0.60846,                 1.1854,              0.0057925,              0.0057925,              0.0057925
                     88,                0.42431,                0.26501,                0.99228,                0.44985,                0.19988,                 1.0051,                0.99117,                0.98383,                0.99447,                0.91094,                0.40384,                0.24788,                 1.0358,                0.40688,                0.19132,                 1.0414,               0.005743,               0.005743,               0.005743
                     89,                0.42141,                0.26531,                0.98686,                0.44936,                0.19975,                 1.0006,                 0.9913,                0.99224,                0.99466,                0.93048,                0.35975,                0.19741,                  1.022,                0.36381,                0.13203,                 1.0289,              0.0056935,              0.0056935,              0.0056935
                     90,                0.41518,                0.26305,                0.98226,                0.44245,                0.19832,                0.99411,                0.98053,                0.99502,                0.99381,                0.93349,                0.36048,                0.20435,                 1.0159,                0.36322,                0.14317,                 1.0226,               0.005644,               0.005644,               0.005644
                     91,                0.41447,                0.26825,                0.98708,                0.44526,                0.21217,                 1.0008,                0.99202,                0.99502,                0.99412,                  0.939,                0.36127,                0.19283,                  1.008,                0.35007,                0.12207,                 1.0085,              0.0055945,              0.0055945,              0.0055945
                     92,                0.41358,                 0.2607,                0.98109,                0.44559,                0.19906,                0.99421,                 0.9803,                0.99023,                0.99313,                0.93662,                 0.3385,                0.19812,                0.99416,                0.34917,                0.14522,                 1.0004,               0.005545,               0.005545,               0.005545
                     93,                0.41522,                0.26106,                0.98096,                0.44265,                0.20501,                0.99055,                 0.9866,                0.99005,                0.99436,                0.93877,                0.33947,                0.19231,                0.98908,                0.33929,                0.13308,                0.99389,              0.0054955,              0.0054955,              0.0054955
                     94,                0.41331,                0.26027,                0.98282,                0.44518,                0.20289,                0.99592,                 0.9888,                0.98797,                0.99468,                0.93049,                0.34552,                0.20941,                 1.0031,                0.35852,                0.14835,                 1.0174,               0.005446,               0.005446,               0.005446
                     95,                0.40432,                0.25701,                0.97768,                0.43283,                 0.2075,                0.99069,                0.99562,                0.99502,                0.99491,                 0.9328,                  0.354,                0.18025,                0.99798,                0.36724,                0.12434,                 1.0049,              0.0053965,              0.0053965,              0.0053965
                     96,                0.41427,                0.25832,                0.98557,                 0.4462,                0.20423,                 0.9999,                 0.9765,                0.98383,                0.99375,                0.91897,                0.37107,                0.21509,                 1.0037,                0.37556,                0.18209,                 1.0156,               0.005347,               0.005347,               0.005347
                     97,                 0.4082,                0.25815,                0.98197,                0.44196,                 0.2115,                0.99685,                0.98122,                0.98259,                 0.9933,                0.92908,                0.35738,                0.23674,                0.99535,                0.37652,                0.20732,                 1.0085,              0.0052975,              0.0052975,              0.0052975
                     98,                0.40806,                0.25778,                0.98452,                0.44242,                0.20377,                 1.0011,                0.97261,                0.99502,                0.99319,                0.92994,                0.34636,                0.21283,                0.99515,                0.35505,                0.16932,                 1.0058,               0.005248,               0.005248,               0.005248
                     99,                 0.4132,                0.25936,                0.98279,                0.44084,                0.19719,                0.99637,                0.98851,                0.99502,                0.99463,                0.92849,                0.35182,                 0.1893,                 1.0189,                0.35483,                0.13145,                 1.0236,              0.0051985,              0.0051985,              0.0051985
                    100,                 0.4027,                0.25663,                0.97551,                0.43465,                0.20807,                0.98867,                 0.8251,                0.88557,                0.93665,                0.82503,                0.55398,                0.78519,                 1.1914,                0.53873,                0.69399,                 1.1948,               0.005149,               0.005149,               0.005149
                    101,                0.39727,                0.25232,                0.96765,                0.42939,                0.20344,                0.98194,                0.98393,                0.99254,                 0.9943,                0.93131,                0.33868,                0.18557,                0.99683,                0.35076,                0.13746,                0.99804,              0.0050995,              0.0050995,              0.0050995
                    102,                0.40413,                0.25647,                0.97239,                0.44197,                0.20773,                0.99074,                0.99248,                0.99254,                0.99439,                0.93076,                0.35337,                 0.1854,                 1.0143,                 0.3629,                0.13424,                 1.0317,                0.00505,                0.00505,                0.00505
                    103,                0.39459,                 0.2508,                0.97327,                0.42907,                0.19913,                0.99089,                0.97417,                0.98507,                0.98626,                0.92992,                0.33247,                 0.2138,                0.98638,                0.34633,                 0.1765,                0.99828,              0.0050005,              0.0050005,              0.0050005
                    104,                0.39537,                0.25415,                0.97289,                0.43521,                0.21234,                0.99296,                 0.9889,                 0.9973,                0.99344,                0.93284,                0.33972,                0.18676,                 0.9959,                0.34506,                0.12789,                 1.0085,               0.004951,               0.004951,               0.004951
                    105,                0.39525,                0.25346,                0.96941,                 0.4279,                0.20092,                0.98346,                0.96585,                0.98486,                0.99003,                0.93264,                0.34327,                0.22619,                 0.9912,                0.35708,                0.19713,                 1.0013,              0.0049015,              0.0049015,              0.0049015
                    106,                 0.3997,                0.25185,                0.97432,                0.43053,                0.19771,                0.98518,                0.99005,                0.99502,                0.99341,                0.93123,                0.32861,                0.18997,                 0.9857,                0.33923,                0.12769,                0.99673,               0.004852,               0.004852,               0.004852
                    107,                0.39872,                0.25526,                0.97216,                0.43201,                0.19777,                0.98705,                0.98967,                0.99378,                0.99424,                0.93769,                0.34687,                0.19702,                 0.9998,                 0.3503,                0.12743,                 1.0076,              0.0048025,              0.0048025,              0.0048025
                    108,                0.39453,                0.25155,                 0.9714,                0.41934,                 0.1923,                0.98174,                 0.9889,                 0.9973,                 0.9945,                0.94128,                0.32215,                0.18702,                0.97838,                0.33115,                0.12342,                0.98453,               0.004753,               0.004753,               0.004753
                    109,                0.39511,                0.24963,                0.97277,                0.42209,                0.18649,                0.98323,                0.99008,                0.99353,                0.99411,                0.93649,                 0.3396,                 0.1954,                0.99388,                 0.3465,                0.12839,                 1.0026,              0.0047035,              0.0047035,              0.0047035
